headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
100歳になっても精力的活動“米中国交正常化の立役者”キッシンジャー元国務長官死去（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/740f03f8472e58fd7c095fcca75f7be606cae5fc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000110-ann-000-4-thumb.jpg?exp=10800,2023-11-30T23:30:21+09:00,2023-12-01T06:17:03+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,1027,\nAll Nippon NewsNetwork(ANN)\n米中の国交正常化に尽力するなど、アメリカ外交における重要な役割を果たしてきた、キッシンジャー元国務長官が29日に亡くなりました。100歳になってからも各国の要人と面会し、精力的に活動していました。\n\nキッシンジャー元国務長官（2016年）：「中東では宗教戦争に巻き込まれ、アジアでは大国を自負する国々の台頭に直面しています。私たちはロシアにも対処しなければならない」\n\n外交とインテリジェンスを駆使し、現代史の最前線に居続け、その国、その時代を代表する政治家たちが常に彼を囲んでいました。\n\nキッシンジャー国務長官（1973年当時）：「正義・思いやり・人道を備えた平和な世界を目指す時、アメリカは大志を実現することで、アメリカが秘める、最も良い部分を引き出せることを知っています」\n\nCNN：「キッシンジャー氏はニクソン、フォード両政権で国務長官を務め、国家安全保障補佐官を兼務した唯一の人物です」\n\n1923年、ドイツ生まれ。ナチスからの迫害を逃れ、アメリカに亡命し、その後、ハーバード大学で教鞭をとりました。1957年に出版された『核兵器と外交政策』は、当時の核戦略に影響を与えた重要著書です。\n\n世界的有名人になったのは、米中国交正常化の立役者になったことでした。\n\n1972年当時のニュース：「キッシンジャー氏との会談は、建設的で率直なものとなりました。首脳会談では、地球の運命を左右する、2人の指導者が顔を合わせました」\n\nそれゆえ、中国にとっては今でも重要人物です。哀悼の意もすぐに出ました。\n\n中国外務省 汪文斌副報道局長：「中国人民は、キッシンジャー氏が中米関係に注いだ、真摯な気持ちと重要な貢献を忘れないでしょう」\n\nノーベル平和賞を受賞したり、シャトル外交を生み出すなど高い評価がある一方、批判されることも多い人でした。\n\nCNNに出演した専門家2人、それぞれの解釈です。\n\n国際問題評論家 ザカリア氏：「究極のリアリストでした。現実路線。つまりアメリカの国益を最優先し、人権は二の次といった考え方です」\n\nCNN専属歴史家 ナフタリ氏：「複雑なゲームにたけていて、戦略的な忍耐力が強みだった。複数を相手に同時に秘密外交を進められる人物でした」\n\n（C） CABLE NEWS NETWORK 2023\nテレビ朝日
【独自】ライバル校の名将「学生ファーストか疑問」日大アメフト部“廃部”を批判（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/ad0f264d0dd9b3249e95ea538881df2f9a7f113e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000108-ann-000-5-thumb.jpg?exp=10800,2023-11-30T23:30:23+09:00,2023-12-01T09:10:18+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,1948,\nAll Nippon NewsNetwork(ANN)\n一連の薬物問題を受け、日本大学は、アメフト部を「廃止」する方針を示しました。この対応について、長年のライバル校である、関西学院大学の名将、鳥内秀晃前監督が番組の取材に応じ、日大を厳しく批判しました。\n\n関西学院大学アメフト部 鳥内秀晃前監督：「びっくりしました。なんで急にやねんと。逮捕者が2人から3人になって、急に廃部は違うんじゃないかな」\n\n鳥内さんは“悪質タックル問題”で、被害を受けた当時の監督です。\n\n鳥内前監督：「夢を持ってきて入ってきているのに、道筋を立てて廃部と言ってない。大人の都合で廃部だと。じゃないと世間が納得しないとか。世間に向けてやるんちゃいますよ。残された学生のために、どうするのか考えていかないと」\n\n30日に、文部科学省へ改善計画を提出した日本大学。\n\n日大が提出した改善計画：「これは一学校法人の転落に止まりません。栄誉ある『日本』国の冠を頂く『日本大学』の失墜は大きな打撃を国と国民に与えることになりかねません」\n\n大学が失った信頼を回復するためには、アメフト部を廃止しなければならないと判断したようです。\n\nただ、部員たちが納得しているわけではありません。現役部員13人が29日に日大本部を訪れ、廃部の撤回を求めるとともに、180人分の署名が入った要望書を提出していたことが分かりました。\n\nアメフト部員の要望書：「無実な部員が大半を占める中で、廃部という判断、結論に正当性がなく、アメフトをやる環境を奪われるのは納得できるものではない」\n\n時を同じくして、廃止の撤回を求めるオンライン署名も立ち上がりました。賛同者は1万5000人に迫る勢いです。\n\n鳥内さんが違和感を抱いているのは、日大の場当たり的な対応です。\n\n鳥内前監督：「残された全然関係ない学生たちがいっぱいいるわけです。彼らに対してどうするんだと。行き当たりばったりで、世論を見ながら反応しているようにしかみえない“学生ファースト”でやっているのか疑問」\n\n去年10月以降、部員の薬物使用に関する情報が寄せられていましたが、大学側が動いたのは今年7月。大麻とみられる植物片を見つけたものの、12日間にわたって手元に保管し、警察には報告しませんでした。処分内容をめぐって林理事長と澤田副学長の対立も表面化。法廷闘争に発展しています。\n\n一連の対応について、日大はこのように総括しています。\n\n日大が提出した改善計画：「ガバナンス機能を失い、危機管理能力を発揮できず、コンプライアンス体制の破綻により、失態を重ねてきました」\n\n鳥内前監督：「学生のために大学はあるんです。完璧な学生はいません。色んな学生がいます。その子たちは色々な個性があって、成長させてあげて、世の中に送り出すのが使命なので。それを忘れて、大人のエゴで早くふたを閉じちゃダメ」\n\n日大は来月1日の理事会で、アメフト部の廃止を正式決定し、来月4日に林理事長が記者会見で説明することにしています。\n\n\n◆日大は「強固なムラ社会」\n\n廃部については、来月1日に決定する見通しですが、文部科学省に提出した報告書では、すでに「廃部」について明記されています。\n\n薬物問題が起きた原因については、こういった言及がありました。\n\n日大が提出した改善計画：「『日大のことは日大内で収める』『アメフト部のことはアメフト部』という“幾層にもわたる強固なムラ社会”の意識があった」\n\nまた、今後のアメフト部については…。\n\n日大が提出した改善計画：「慎重に審議を重ね“廃部とする方針”を承認した」\n\n日大など大学事情の取材を続ける、大学ジャーナリストの石渡嶺司さんに聞きました。\n\n（Q.廃部は既定路線になっていますが、これは“学生ファースト”と言えますか）\n\n石渡さん：「複数人の逮捕者が出た以上、廃部は致し方ないが、“廃部の決定”が先行しているのは、大学側が『これ以上、批判を受けないようにするため』、アメフト部を廃止するという、トカゲのしっぽ切りに感じる。学生ファーストがあるとは到底思えない。残された部員の支援が置き去りにされている。部員の中には、アメフト部で活動することで“学費が免除”されたり、“奨学金が支給”されるといった、『スポーツ推薦の学生』もいます。だからこそ、大学側と部員たちで、同時並行で、今後の進路や処遇について話し合うべきだった」\n\n日大側は、廃部に伴い、在校生や入部希望の新入生に対し、不利益が生じないよう対策を継続審議するとしています。\nテレビ朝日
滑走路を駆ける除雪隊『ホワイトインパルス』最多出動…強烈寒気で“今季最大の積雪”（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/8dcb6233ee80e1cb524bb5b5cbae28698b8fc9a7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000107-ann-000-4-thumb.jpg?exp=10800,2023-11-30T23:30:24+09:00,2023-12-01T01:24:13+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,1548,\nAll Nippon NewsNetwork(ANN)\n強烈な寒気の影響で、北海道や東北では、今シーズン一番の積雪に見舞われています。北日本では、視界不良による車の事故や倒木など、雪による影響が出ています。\n\n青森空港では2便が欠航、9便に遅れが出ましたが、それだけですんだのは、彼らのおかげ。\n\n下村彩里アナウンサー：「ホワイトインパルスが出動しました。隊列を組んで滑走路を駆け抜けていきます。きょうはこれで5回目の出動です」\n\n青森空港除雪隊『ホワイトインパルス』。34台もの特殊車両が隊列を組んで、滑走路の除雪を約40分で終わらせます。本州最北端の空港に降る雪は、多い年で累計10メートルを超えるといいます。\n\n下村彩里アナウンサー：「まだ数分しか経っていませんが、真っ白に埋め尽くされていた滑走路が徐々に見えてきました」\n\n一日で5回の出動は、今シーズン最多です。というのも、除雪をしていると、あっという間に、また吹雪が…。\n\n青森空港 早坂雅美さん：「今年は一気にフル稼働という感じ。（Q.雪質は）11月は湿った重い雪が降ることが多い。さらに量が例年に比べて多いと感じる。秋がなく、一気に冬に入った感じ」\n\n色鮮やかな季節を、一気に塗り替えていきます。毎年のこととはいえ、つらいもの。\n\n男性：「今年初めての雪で、きょうこのぐらい積もるのは想像していなかった。久しぶりの雪かきだったので、大変でした」\n\n二十四節季でいう『小雪』（今月22日～来月6日）は、それほどまだ雪が多くない時季を示すはずなのに、さながら冬本番。青森市の中心部と空港を結ぶ道路は、大渋滞が起きていました。その合間に、チェーンを締め直すトラックも…。\n\n坂本佳子記者：「ハザードがついている車が、空港に向かう道路で立往生してしまい、渋滞が発生したということです。除雪車に誘導されながら牽引されている様子が分かりました」\n\nこの道路だけで、3台が立往生したといいます。\n\n男性：「（Q.動かなくなった原因は）滑って。（Q.タイヤが全然回らなくなった）坂で上れなくなって、止まった。冬タイヤです」\n\n北日本の都市部がこれほどの雪になれば…山間部では、さらに激しく降り積もります。\n\n後藤裕記者：「横手市大森町の県道29号線です。ここから約3キロ先で倒木が起きていて、県道が通行止めになっています」\n\n道路を塞いだ木は、雪の重みで倒れたとみられます。電線を引っかけ、周囲の住宅では一時、停電も起きました。\n\n雪深いことで知られる青森・酸ケ湯。29日から60センチ以上の雪が積もり、もう1メートルに迫る勢い。今季全国最大の積雪です。\n\n酸ケ湯温泉 高田新太郎さん：「体力的にきつくなる。一気に来ると。これを掘り起こすのかと思うと、憂うつになりました」\n\n夕方まで吹雪が続き、30日だけで4回の雪かきをしました。30日夜は－8度にまで気温が下がっています。\n\n強い寒気と放射冷却の影響で、北日本を中心に今季一番の冷え込みとなりました。北海道・陸別町は－13.9度を記録しました。\n\n北海道美唄市では取材中に、歩道にできた雪山に突っ込んだ車を発見しました。視界を奪われ、雪に突っ込んだということです。\n\n平年の3倍以上になる積雪に、懸命の除雪が続きます。\n\n除雪業者：「除雪の出動は早い方。（Q.朝早くから作業を）だいたい午前1～2時から。まだ日中降っているので、2回戦という形で」\n\nバス停も雪まみれ…。\n\n男性：「バスもなかなかないので、仕方なく歩いて往復している。今年はまとめてドーンと降るから困っている」\nテレビ朝日
「まるで手品のようだった」ロレックス“すり替え”か…逮捕された53歳男「否認する」（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/7f614bbc69a1bbed9ce0bcc2b5f628110472a8b7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000109-ann-000-3-thumb.jpg?exp=10800,2023-11-30T23:30:22+09:00,2023-12-01T06:13:59+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,642,\nAll Nippon NewsNetwork(ANN)\n銀座の時計店で、ロレックス2本を盗んだ疑いで逮捕された、矢野憲一容疑者（53）。防犯カメラが、犯行の一部始終を捉えていました。\n\n25日正午過ぎ。銀座の時計店にやってきた矢野容疑者。「ヤマモト」と名乗り、ショーケースの近くの椅子に座ります。\n\n矢野容疑者：「ロレックスをちょっと見たい」\n店員：「はい」\n矢野容疑者：「これ何年物？」\n店員：「15年です」\n矢野容疑者：「2015年…」\n店員：「割と新しい方です」\n\n別のモデルを見たいと店員に要求。矢野容疑者の目の前に時計を残し、店員は背を向けます。次の瞬間、置いてあった腕時計を右手でつかむとポケットから左手を出し、腕時計があった場所に何かを置いています。この時、本物のロレックスと偽物をすり替えたとみられます。\n\n何食わぬ顔で今度は、奥の商談室へ。\n\n矢野容疑者：「65（型番）見られますか？」\n店員：「見られますよ」\n\n再び、別の時計を見せてほしいと要求します。店員がその場を離れると、矢野容疑者は一度周囲を確認。そして、2本目の腕時計をポケットに入れました。店の人によると、手品のような手さばきで、自ら用意した偽の時計を手の中に隠し、本物の時計とすり替えた可能性が高いといいます。\n\n被害額は、販売価格合わせて800万円相当に上ります。矢野容疑者は「店に行ったが、逮捕事実については否認します」と話しています。\nテレビ朝日
ロシア最高裁　LGBT運動を「過激組織」に指定　独立系メディアは抗議の意思を表明（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/bb744eac38754cd5007af6dc744d0735ff05f076,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000106-ann-000-7-view.jpg?exp=10800,2023-11-30T23:07:04+09:00,2023-12-01T07:30:13+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,461,"\n""ロシア最高裁 LGBT運動を「過激組織」に指定 独立系メディアは抗議の意思を表明""\nロシア最高裁はLGBTの権利を訴える国際的な市民運動を「過激組織」と認定しました。独立系メディアはSNSのアイコンをレインボーカラーにして抗議の意思を表しています。\n\n ロシア最高裁は30日、国際的なLGBT運動を「過激組織」と認定し、ロシアでの活動を禁止しました。\n\n 運動への参加や資金提供だけではなく、LGBTについて、声を上げる場合でも罪に問われる可能性があります。\n\n 判決文の全文は公表されておらず、具体的にどのような行為が禁止されるのかあいまいにすることで不安をあおり、活動を一層制限する狙いだとみられます。\n\n 審議は非公開で行われ、LGBT運動の代表者も出席を許可されませんでした。\n\n プーチン政権はLGBTについて「伝統的価値を破壊する西側の思想」だとしています。\n\n ロシアの多くの独立系メディアはSNSのアイコンをレインボーカラーにして、抗議の意思を表明しています。\nテレビ朝日"
食品会社71歳男性が心筋梗塞で死亡　過酷な環境下の業務で「逆転労災認定」（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/bf4b73459ccb2e137cc444b6cb43cf508372d805,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000105-ann-000-7-view.jpg?exp=10800,2023-11-30T23:07:03+09:00,2023-12-01T07:31:32+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,604,"\n""食品会社71歳男性が心筋梗塞で死亡 過酷な環境下の業務で「逆転労災認定」""\n東京都内の食品会社で厚焼き玉子の製造を担当していた当時71歳の男性従業員が心筋梗塞（こうそく）で死亡した件について、労働保険審査会が労災と認めていたことが分かりました。\n\n 30日に会見を行った遺族の代理人弁護士によりますと、当時71歳の男性は2020年7月、都内の食品会社で厚焼き玉子の製造を担当していて、作業中に腰や首の痛みを訴えた後、意識を失って心筋梗塞で亡くなりました。\n\n 会社が卵を仕入れすぎたために従来の2.5倍ほどの厚焼き玉子を製造しなければならなくなり、深夜や休日の労働も強いられていたということです。\n\n 遺族は青梅労働基準監督署に労災を申請しましたが、時間外労働が「過労死ライン」に達しておらず、認められませんでした。\n\n その後、厚生労働省が「脳・心臓疾患の労災認定基準について、労働時間以外の負荷も評価する」とした新基準を設けたことで、国の労働保険審査会に再審査を請求しました。\n\n その結果、男性は71歳と高齢にもかかわらず、暑くて湿度も高く、強い身体的負荷の下で作業を余儀なくされたとして、労働保険審査会は11月17日付けで労災と認めました。\n\n 遺族の代理人弁護士は労働時間だけではなく作業環境面が重視されたことについて「大きな意義がある」としています。\nテレビ朝日"
トリガー条項めぐり自公と国民の実務者協議　12月以降開始（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/d5383f6d98b11df4ff44e253549067fa9b096aa5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000102-ann-000-8-view.jpg?exp=10800,2023-11-30T22:52:57+09:00,2023-12-01T07:45:14+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,384,"\n""トリガー条項めぐり自公と国民の実務者協議 12月以降開始""\nガソリン税の一部を引き下げるトリガー条項を巡り、自民党と公明党国民民主党の3党が会談し、12月以降、実務者レベルで具体的な議論を始めることを確認しました。\n\n 自公と国民の3党は今のガソリン価格の負担軽減策が終了する2024年5月以降の対応策について、トリガー条項の凍結解除も含めて検討する方針です。\n\n 解除した場合の地方自治体や事業者への影響などについても議論するということです。\n\n 一方、来年度の税制改正に向けてはすでに与党内の議論が始まっているため追加の議題とはせず、税制大綱には協議中だということを書き込む方針です。\n\n 国民民主党はトリガー条項の凍結解除を条件に29日に成立した2023年度の補正予算に賛成していて、実際に凍結解除まで踏み込むかが焦点です。\nテレビ朝日"
“悪質ホスト”対策で立憲が法案を提出（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/1df6d6ba9532f0fe035e1d338094f46e6077aa08,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000104-ann-000-6-view.jpg?exp=10800,2023-11-30T22:57:56+09:00,2023-12-01T14:55:15+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,389,"\n""“悪質ホスト”対策で立憲が法案を提出""\n高額な支払いのために、女性客に売春をさせる悪質なホストクラブによる被害が多発していることから、立憲民主党は国による実態調査や相談体制の整備などを盛り込んだ対策法案を国会に提出しました。\n\n 立憲 塩村衆院議員：「非常に新しい悪質商法だというふうに思いますから、これを何とかしなきゃいけないというふうに思っています」\n\n 国会では、ホストへの支払いのために恋愛感情を利用して女性客に売春などを強いる問題を巡って議論されてきました。\n\n 立憲が提出した法案には政府が実態調査を行うことや被害者本人や家族などからの相談体制を整備すること、学校での教育や啓発の推進などが盛り込まれています。\n\n 立憲は超党派での成立を目指していますが、与党側は否定的で、残り2週間を切った今の国会での成立は困難な見通しです。\nテレビ朝日"
所得減税や高校生の扶養控除見直しなどめぐり与党の税調協議がスタート（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/a830ed60ece5e5470a4410d06cc762b46d019f00,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000103-ann-000-6-view.jpg?exp=10800,2023-11-30T22:51:05+09:00,2023-12-01T07:59:17+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,481,"\n""所得減税や高校生の扶養控除見直しなどめぐり与党の税調協議がスタート""\n来年度の税制改正に向けて自民党と公明党は与党の税制調査会の初会合を開き、所得税などの定額減税や防衛増税などについて意見を交わしました。\n\n 自民・宮沢税調会長：「ホントに大きな課題が山積する税制改正だと思っております。しっかりと自公で緊密に連絡を取りながら、この難題を12月半ばにはしっかりと解決したいと思っております」\n\n 今月30日の会合では防衛増税や定額減税、高校生の扶養控除の見直しや住宅ローン減税などについて議論しました。\n\n 防衛増税を実施する時期について自民党は今年中に結論を出す方針ですが、公明党は「難しい」との考えを示しています。\n\n また、所得税などの定額減税についても自民党は1年限りとしたい考えですが、公明党は「1年限りだと決め付けるべきではない」と主張しています。\n\n 公明党の西田税調会長は「税制を通じて一貫したメッセージを発信していくことが何よりも大事だ」と強調したうえで「隔たりを調整して結論を出したい」と述べました。\nテレビ朝日"
「防衛増税」開始時期は年末までに決定を　自民党の税調幹部らが確認（テレビ朝日系（ANN））,https://news.yahoo.co.jp/articles/56c6c76ceb3fa1e02fb5f3e33c6a3fd212e763dd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000101-ann-000-13-view.jpg?exp=10800,2023-11-30T22:32:06+09:00,2023-12-01T07:53:04+09:00,テレビ朝日系（ANN）,ann,テレビ朝日系（ANN）,474,"\n""「防衛増税」開始時期は年末までに決定を 自民党の税調幹部らが確認""\n自民党の税制調査会は幹部会合を開き、来年度は見送る方針の防衛増税について、今年の年末までに開始時期を決めることを確認しました。\n\n 防衛費増額のための財源確保については2027年度までの複数年で約1兆円を税収で確保するとしています。\n\n 自民党の宮沢税調会長は「2025年度か2026年度からの開始しか選択肢がない」としたうえで、今年の年末に決めることを確認したと述べました。\n\n 一方、政府が来年6月に目指す所得税などの減税措置については「高所得者層への制限を加えるべき」との意見が大半を占めたほか、減税の恩恵が少ない低所得者層への配慮を求める声が相次ぎました。\n\n また、訪日外国人への消費税の免税制度を巡り、政府側は免税店で商品に課税し、日本から出国する際に返金する制度へと見直す案を示しました。\n\n 免税店で購入された商品が国内で転売されることを防ぐ狙いがあり、宮沢税調会長は再来年の税制改正で制度の見直しを行う方針を示しました。\nテレビ朝日"
