headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
JAXAの巨大格納庫のシャッターをスクリーンに、一夜限りの映画館　狙いは“宇宙”をきっかけにした観光需要掘り起こし　北海道大樹町（HBCニュース北海道）,https://news.yahoo.co.jp/articles/4f0deb577e48e82cf596dc55a0f59a9dc4c0ba1e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000017-hbcv-000-2-thumb.jpg?exp=10800,2023-11-28T19:05:18+09:00,2023-11-28T20:43:20+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,987,\n北海道放送（株）\n「宇宙のマチ」を掲げる北海道大樹町で、新たな観光客を呼び込もうと、こんな観光コンテンツの開発が始まりました。\n【写真を見る】JAXAの巨大格納庫のシャッターをスクリーンに、一夜限りの映画館 狙いは“宇宙”をきっかけにした観光需要掘り起こし 北海道大樹町\n北海道で「宇宙に最も近いマチ」ともいわれる大樹町です。\n 宇宙のマチにしかないロケット発射場や滑走路。\n\n 大樹町がそんな「オンリーワン」の宇宙港の施設を活用した新たな観光コンテンツの開発に動き始めました。\n そこで、登場したのが一夜限りの「宇宙の映画館」です。\n\n大樹町航空宇宙推進室 吉田たすくさん\n「見たときにあまりにも巨大なシャッターだったので、何かに使えないかと」\n\n 会場は、ＪＡＸＡ＝宇宙航空研究開発機構の12階の建物に匹敵する巨大な格納庫の前。\n ドライブインシアター方式で大型のシャッターをスクリーンにしようというのです。\n 縦17メートル、横30メートル、日本最大級の映画館で上映するのは、トム・ハンクス主演の映画「アポロ13」。\n 月面探査船アポロ13号爆発事故の実話を基に、絶望的な状況に陥った宇宙飛行士たちが、力を合わせて地球への生還を目指すスリリングな人間ドラマです。\n\n企画立案した大樹町・航空宇宙推進室 吉田たすくさん\n「大樹町のイベントで地元の小学校の生徒と話す機会があって、女の子が『私は映画館で映画を見たことない』と言って、そのとき約束をした。おじさんが日本で一番大きな映画館を作ってみせるから」\n\n 大樹町のＪＡＸＡの施設が観光に活用されるのは、今回が初めて。\n\n 背景には、宇宙をきっかけにした新たな観光需要の掘り起こし。\n そして、宇宙関連の視察でマチを訪れる人たちの滞在時間を延ばして、地元に「金が落ちる」仕組みをつくる狙いがあります。\n\n大樹町民\n「よそからもきっとお客さん来るだろうし、それはいいんじゃないですか」\n\n 一夜限りの宇宙映画館は来年１月７日の午後６時から。\n 入場は無料で、先着40台、来月18日から予約の受け付けを開始します。\n\n 大樹町では、このほかＶＲゴーグルを使った宇宙旅行体験や水風呂がない「真冬のテントサウナ」も企画しているということです。\n北海道放送（株）
札幌市消防局が民間企業と共同で“新型放水器具”開発、その名も「コブラ」２つの水流で室内から熱や煙を排出　迅速な人命救助へ（HBCニュース北海道）,https://news.yahoo.co.jp/articles/f8bc48a8af7444c852befa8531c84aa9cf1508d9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000018-hbcv-000-1-thumb.jpg?exp=10800,2023-11-28T19:05:18+09:00,2023-11-28T19:05:19+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,655,\n北海道放送（株）\n札幌市消防局が民間企業と共同で画期的な放水器具を開発しました。その、機能とは…。\n\n 屋外から窓枠にノズルをひっかけ、室内から外に向かって放水すると、水の勢いで室内の煙や熱を排出することができ、立ち込める煙でドアの奥が見えない状況でも、放水後はドアの奥に倒れている人形の足元が見えます。\n 視界が良くなっていることがよくわかります。\n また、２つのノズルが同時に天井にも放水するため、室内の熱を下げ、消防隊員による迅速な人命救助や消火活動を実現します。\n\n 28日、札幌市の秋元市長から表彰されたのは、この放水器具の開発に携わった消防隊員と民間企業の職員です。\n 彼らが開発したのが、この黒い棒のような放水器具。\n 火災発生時、消防隊員の行く手を阻むのが、室内の可燃物が一気に燃え出し、炎に包まれる「フラッシュオーバー」と呼ばれる現象です。\n その現象を打ち破る画期的な放水器具なのです。\n\n 札幌市消防局が民間企業と共同で開発した札消式水力換気ノズルで、その名も「ＣＯＢＲＡ（コブラ）」。\n 実際の火災現場でも試験的に運用し、改良を重ねて完成させました。\n\n札幌市消防局警防部 外崎祐至消防士長\n「消防局独自ではできないことを、民間企業の力を借りることで実現できたのは、今後の新しいモデルになるし、さまざまな製品をつくる上ではとても重要になってくる」\n\n 札幌市は来年度末までに、市内すべての消防隊にＣＯＢＲＡを配置する考えです。\n北海道放送（株）
「明らかな人権侵害」知的障害者を“劣悪な”プレハブ小屋に…賃金未払い、障害年金も引き出されたと訴え　元市議会議長が経営の牧場と恵庭市を提訴（HBCニュース北海道）,https://news.yahoo.co.jp/articles/d05f2b54a47b43a4222e64284eb918d11aa2cd58,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000016-hbcv-000-3-thumb.jpg?exp=10800,2023-11-28T18:57:55+09:00,2023-11-29T16:57:04+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,1186,\n北海道放送（株）\n北海道恵庭市の牧場で働いていた知的障害者が、賃金を支払われない経済的虐待を受けた上、恵庭市も放置したとして牧場と市に、9393万円の損害賠償を求める裁判が札幌地裁で始まりました。\n【写真を見る】「明らかな人権侵害」知的障害者を“劣悪な”プレハブ小屋に…賃金未払い、障害年金も引き出されたと訴え 元市議会議長が経営の牧場と恵庭市を提訴\n先週、恵庭市で開かれた弁護団の集会です。\n\n弁護団事務局長 中島哲弁護士\n「このようなこと到底ですよ、到底許されるものではありません」\n\n 今回の裁判の舞台となっている恵庭市内にあった遠藤牧場です。\n\n 訴えを起こしたのは去年の夏ごろまで、ここに住み込みで働いていた知的障害のある３人の60代の男性です。\n ３人は、短い人で2003年からの18年間、長い人は、1976年から45年間、牛の乳搾り、えさやりなどを行なっていました。\n\n しかし、その間、賃金はまったく支払われなかったといいます。\n\n さらに、３人の口座は市議会議長も経験した牧場主の遠藤昭雄氏が管理していて、2003年以降の３人の障害年金のほぼ全額、あわせて5100万円も引き出されていました。\n\n また、恵庭市の担当者が2016年から2017年にかけて牧場を訪問した際、３人が、トイレも水道もないプレハブ小屋で生活する劣悪な環境にいることを把握していたのに、調査や道への通知をしなかったとしています。\n\n弁護団事務局長 中島哲弁護士\n「この牧場主が、恵庭市の元市議会議員であり、元議長でもあったことが判明した。恵庭市において、対応に気を付けるようにという伝達がなされたということが、記録上は記載されていました」\n\n 遠藤氏は、既に2020年に死去。このため、原告は、遠藤氏の妻と息子に支払われなかった賃金や横領された障害年金を、また、恵庭市には、虐待を知りながら、認めずに隠ぺいした慰謝料など、あわせて9393万円あまりの損害賠償の支払を求めています。\n 一方、遠藤牧場に出入りし、原告３人とも関わりがあったという男性は。\n\n遠藤牧場に出入りしていた男性\n「部屋に水道はないけど、部屋から出たところには共同の炊事場みたいな流しがあった。ご主人（遠藤氏）は特に優しいし、怒鳴りつけるのも見たことないし、法的に言えばいろいろあるのかもしれないけど、私から見たら面倒見てたようにしか見えない」\n\n 28日の初弁論で、３人は「牧場での処遇は明らかな人権侵害。恵庭市も法律が定める義務を果たしたとは考えられない」と主張。\n\n これに対し、遠藤牧場と恵庭市は、訴えの棄却を求め、主張は、真っ向から対立しています。\n 具体的な審理は次回、来年１月30日以降、行われることになります。\n北海道放送（株）
交差点で乗用車どうしが出合い頭に衝突、男女４人が軽傷　どちらかがセンターラインはみ出したか　北海道池田町（HBCニュース北海道）,https://news.yahoo.co.jp/articles/9a61d24b6f69456e968f87b549e9ccba9c052d19,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000019-hbcv-000-1-thumb.jpg?exp=10800,2023-11-28T19:42:56+09:00,2023-11-28T19:42:56+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,277,\n北海道放送（株）\n28日、北海道池田町の交差点で乗用車どうしが衝突し、男女あわせて４人が軽いけがをしました。\n\n 事故があったのは、池田町青山付近の国道242号線と道道の交差点です。\n 28日正午ごろ、道道から国道に左折した乗用車が、国道を直進してきた乗用車と出会い頭に衝突しました。\n 警察によりますと、この事故で、それぞれの車に乗っていた男女あわせて４人が病院に運ばれましたが、いずれも軽傷です。\n 事故当時、現場の路面は乾燥していて、警察はどちらかの車がセンターラインをはみ出したとみて事故の原因を調べています。\n北海道放送（株）
夫に殴られ重体だった75歳の妻が死亡　警察は遺体を司法解剖し暴行との因果関係を捜査　北海道士別市（HBCニュース北海道）,https://news.yahoo.co.jp/articles/1bdffc17585b9caebbc30893f299e26d61771acb,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000014-hbcv-000-1-view.jpg?exp=10800,2023-11-28T17:56:24+09:00,2023-11-28T17:56:24+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,341,\n石川通廣容疑者（21日 旭川中央警察署）\n19日、北海道士別市で、75歳の男が妻を殴ってけがをさせとして逮捕された事件で、重体だった妻が28日、死亡しました。\n\n 士別市に住む無職、石川通廣容疑者75歳は、19日昼すぎ、妻のひろ子さん75歳の顔を殴り、けがをさせた疑いが持たれています。\n ひろ子さんは脳挫傷などで意識不明となっていて、病院で治療を受けていましたが28日、死亡しました。\n 警察は今後、司法解剖を行い、石川容疑者による暴行とひろ子さんが死亡したことの因果関係を調べる方針です。\n 石川容疑者は、これまでの調べで、傷害の容疑について「間違いない、今回のことで弁解しようと思うことはありません」と話し、容疑を認めているということです。\n北海道放送（株）
30日オープンのJR・地下鉄駅直結「BiVi新さっぽろ」再開発進む新さっぽろは“ラピダス”千歳市や“Fビレッジ”北広島市との連携活かせるか（HBCニュース北海道）,https://news.yahoo.co.jp/articles/53dfe856cbf3d75ab159070b0a08d5d846e62317,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000020-hbcv-000-2-thumb.jpg?exp=10800,2023-11-28T19:42:56+09:00,2023-11-28T20:34:43+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,2224,\n北海道放送（株）\n30日にオープンする、新さっぽろの新たな商業施設「BiVi新さっぽろ」。\n ４階建てのビルは、JRと地下鉄の駅に直結でアクセス抜群。\nここに飲食や日用品の店など、34店舗が入ります。\n 28日は報道関係者の内覧会と近隣住民を対象にしたプレオープンが行われました。\n 再開発で生まれた、新札幌の新たなランドマークをもうひとほりします。\n堀内キャスターが向かったのは…\n\n堀内大輝キャスター\n「２階飲食店のフロアです、20のお店が入っているんです、ギュギュッとしているのかと思いきや、結構お店のスペースや通路が広く、すごくゆったりとした印象ですね」\n\n 堀内キャスターがおじゃましたのは、函館市に３店舗を展開している老舗のラーメン店、函館麺や一文字。\n お店の藤原さんにおススメを聞くと…\n\n函館麺や一文字PREMIUM 藤原恭平さん\n「鶏ガラベースに、南かやべ産の高級昆布で取った和風だしを合わせた塩ラーメンになります」\n\n 函館に行かないと味わえなかった有名店の一杯が、新さっぽろで食べられるようになりました。\n\n堀内大輝キャスター\n「（スープが）透き通っていますよ。（食べて）ダシのこんぶのうま味と、鶏のうま味、ガツンと塩味が効いていて、あっさりしているんだけど、しっかりしている、おいしい」\nBiVi新さっぽろが一号店というお店も！\n こちらは東京のフレンチシェフ監修の「Gentle Bagle（ジェントル・ベーグル）」\n チョコやチーズなどの定番メニューのほかに、こんなメニューも…。\n\n堀内大輝キャスター\n「こちらがおすすめのベーグルサンドです。マッシュルームとクリームチーズがサンドされたもの、ローストビーフがサンドされたもののセットです」\nテイクアウトしたら同じ２階にあるBiviパークへ。\n\n堀内大輝キャスター\n「BiVi新さっぽろ、大きな目玉がこの『BiViパーク』なんです。見てください、この開放的な空間、公園のようなスペースがあるんですね。しかも上をみると空が見えるんです、まるで屋外にいるんじゃないかというくらいのリアルさ」\n\n 天井には16メートル四方の巨大ビジョンが設置され、さまざまな映像を映し出すことができます。\n堀内大輝キャスター\n「ここではレジャーシートも無料で貸し出しがあるということで、先ほど買ったベーグルサンド、テイクアウトで持ってきました。（食べて）生地の甘さがすごく出てますね、サンドされているお肉も柔らかくておいしい」\n\n 「新さっぽろ」は1970年代から、札幌の副都心として開発が始まりました。\n住民（60代）\n「年を取るとなかなか歩けなくなるから、近場で用を済ませられるのもいい」\n住民（20代）\n「車を持っていなくても、駅近辺にお買い物のところだったり保育施設だったり、たくさん遊ぶところもあるので移動も便利かなって思います」\n\n しかし、ここ５年をみても、新札幌を含む厚別区の人口は減り続け、65歳以上の高齢者の割合が高まっています。\n\n 今回の再開発プロジェクト「マールク新さっぽろ」は商業施設や病院、マンションの建設のほか、地域の外から訪れる交流人口を増やそうと大学や専門学校、ホテルを誘致しました。\n ７月にオープンしたこのホテルは、利用客が予想以上に多かったと話します。\nラ・ジェント・ステイ新さっぽろ 馬俊龍フロントマネージャー\n「北海道博物館やエスコンフィールドについて毎日のように問い合わせがあった」\n\n 駅や商業施設に通路で直結しているのもアピールポイントです。\nラ・ジェント・ステイ新さっぽろ 馬俊龍フロントマネージャー\n「宿泊客も増えると思いますので楽しみです」\n\n 都市開発に詳しい専門家は、今後の新さっぽろは、ボールパークができた北広島市や、ラピダスが進出する千歳市に近い利点を生かした街づくりのビジョンを持つべきだと指摘します。\n\n北海商科大学商学部 池ノ上真一教授\n「ラピダスで働く人たちが、北海道に来て住むようになることが起きたときに、その人たちが札幌の都心に集まることもひとつ考えられるんですけど、なかなかアクセスが容易ではないこともあると思う。そう考えると新札幌は、いわゆる新しい今のビッグプロジェクトの中で生まれてくる町との連携を結びやすい立地環境にあると思う。新たな北海道の町のあり方とつながっていくことによって、北海道を形成する一つの重要な都市として、生まれ変わる・成長する、そういうところが期待される」\n\n 新さっぽろでは、市営住宅跡地の再開発が５年ほど前から進んできました。\n この再開発プロジェクトは「マールク新さっぽろ」と名付けられ、BiVi新さっぽろと分譲マンション、医療機関、ホテルが連絡通路で結ばれました。\n また近くには大学と専門学校も開校しています。\n\n 池ノ上教授も触れていましたが、新さっぽろから苫小牧市にかけて大きなプロジェクトが目白押しです。\n 北広島市ではボールパークが開業。今後、千歳市にラピダスの半導体工場、苫小牧にソフトバンクのデーターセンターができます。\n\n 再開発が完了した新さっぽろ、今後どんな人の流れを生み、どう発展していくのか注目です。\n北海道放送（株）
ふん尿が堆積した劣悪な環境…預かった犬３匹はやせて皮膚病に「体調不良で世話ができなくなった」元ペットホテル経営の69歳の女を逮捕（HBCニュース北海道）,https://news.yahoo.co.jp/articles/7422717e162f5351c64294af0c353f3d0a02aee4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000015-hbcv-000-1-view.jpg?exp=10800,2023-11-28T18:22:48+09:00,2023-11-28T18:22:48+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,535,\n動物愛護法違反の疑いで69歳の女を逮捕した室蘭警察署\n４月、北海道室蘭市で、経営していたペットホテルで、客から預かった犬３匹をふん尿が堆積するなどしたケージで保管したとして、69歳の女が逮捕されました。\n\n 動物愛護法違反の疑いで逮捕されたのは、北海道室蘭市の69歳の元ペットホテル経営者で、現在は無職の女です。\n この女は、４月14日、自宅の一室で当時、経営していたペットホテルで、客から預かったトイプードル１匹とミニチュアダックスフンド２匹をふん尿が堆積するなどした劣悪な状態のケージで、保管した疑いが持たれています。\n ３匹の犬は、飼い主２人から１年半程度預かっていたもので、ケージに１匹ずつ入れられ、保護された際、３匹ともやせて皮膚病にかかっていました。\n ４月、この３匹とは別のペットを預けた飼い主が、警察に相談したため、警察が裏づけ捜査を進めていました。\n 取り調べに対し、69歳の無職の女は「体調不良で世話ができなくなった。虐待と言えば虐待です」と話し、容疑を認めているということです。\n ４月14日に警察官が、現場のペットホテルを確認した際には、ほかの動物もいたということで、警察が余罪の有無などを捜査しています。\n北海道放送（株）
乗用車どうしが出合い頭に衝突　双方の運転手と同乗者、男女４人が軽傷　信号機のない交差点　北海道池田町（HBCニュース北海道）,https://news.yahoo.co.jp/articles/a6d2a98206f11c6e3c6804cd20bc5b60e01b408f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000012-hbcv-000-1-view.jpg?exp=10800,2023-11-28T16:25:37+09:00,2023-11-28T16:25:37+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,362,\n事故現場（28日午後 北海道池田町）\n28日、北海道東部の池田町の交差点で、乗用車どうしが衝突し、それぞれの乗用車に乗っていた男女４人が軽いけがをしました。\n【写真を見る】乗用車どうしが出合い頭に衝突 双方の運転手と同乗者、男女４人が軽傷 信号機のない交差点 北海道池田町\n28日正午ごろ、池田町青山付近の国道242号線と道道の交差点で、国道を走っていた乗用車と道道から出て来た乗用車が出合い頭にぶつかりました。\n\n この事故で、それぞれの車を運転していた女性２人と同乗者、男女あわせて４人が病院に運ばれました。\n\n ４人全員、軽いけがだということです。\n\n 当時、路面は乾燥していました。\n\n 現場は、それぞれ片側１車線の信号機のない交差点で、警察は事故の原因を調べています。\n北海道放送（株）
クマ対策強化に1500万円など100億円超の補正予算案提出…定例道議会　物価高騰対策の補正予算案も会期中に追加提出へ（HBCニュース北海道）,https://news.yahoo.co.jp/articles/188cc88b3b1abba321c936150f3f69570568fa30,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000013-hbcv-000-1-thumb.jpg?exp=10800,2023-11-28T17:17:43+09:00,2023-11-28T17:17:43+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,336,\n北海道放送（株）\n28日から定例道議会が始まり、市街地に出没が相次ぐクマ対策の費用を盛り込んだ、およそ108億円の補正予算案が提出されました。\n\n 28日からはじまった第４回定例道議会で、道は一般会計で、およそ107億9000万円の補正予算案を提出しました。\n 予算案には、市街地の出没や人身被害が相次ぐクマ対策を強化するため、「春期管理捕獲」に向けたハンターの報酬への補助費や育成のための研修費など、1500万円が盛りこまれました。\n\n また、道は政府が審議中の物価高騰対策に関連する補正予算案を、議会会期中に追加提出する方針です。\n 道議会は来月14日まで開かれ、クマ対策や道が導入を目指す宿泊税などをめぐって議論が交わされます。\n北海道放送（株）
「家からお金がなくなる」独り暮らしの80代から相談受け、周辺で警戒中…近所の81歳が目前で侵入して逮捕も、あいまいな供述続ける　北海道蘭越町（HBCニュース北海道）,https://news.yahoo.co.jp/articles/56c8c3ba650e5295a6e222f1474283a35660d652,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000009-hbcv-000-5-view.jpg?exp=10800,2023-11-28T13:15:13+09:00,2023-11-28T14:15:22+09:00,HBCニュース北海道,hbcv,HBCニュース北海道,472,\n81歳の男を逮捕、調べをすすめている倶知安警察署\n28日朝、北海道蘭越町の80代の男性宅に侵入し、現金を盗もうとしたとして、近所の81歳の男が逮捕されました。\n\n 住居侵入と窃盗未遂の疑いで逮捕されたのは、蘭越町に住む81歳の無職の男です。\n この男は28日午前６時半ごろ、近所の80代の男性宅に侵入し、現金を盗もうとした疑いが持たれています。\n 警察によりますと、被害男性は一軒家で独り暮らしですが、男の逮捕前、警察に「家からお金がなくなる」と相談していました。\n 警察が周辺で警戒していたところ、１人で歩いてきた男が男性宅に侵入したため、その場で逮捕しました。\n ２人の関係は、会えば挨拶する程度ですが、お互いに面識がありました。\n 侵入の手口などは、捜査に支障があるとして、明らかにされていません。\n 取り調べに対して81歳の無職の男は、住居侵入を認める一方で、現金を盗もうとしたことについては、あいまいな供述を続けているということです。\n 警察は男の余罪を含め、引き続き調べをすすめています。\n北海道放送（株）
