headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
青森県の子ども肥満傾向、全年齢で全国上回る　2022年度調査、10区分で全国ワースト（Web東奥）,https://news.yahoo.co.jp/articles/cf9ff4d2c76d859aa660c533d1cdbf9dbaa130e7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000008-webtoo-000-3-view.jpg?exp=10800,2023-11-28T22:06:00+09:00,2023-11-29T11:50:01+09:00,Web東奥,webtoo,Web東奥,908,\n（写真：東奥日報社）\n青森県の幼稚園児から高校生（5～17歳）までの肥満傾向が依然高い水準で続いていることが28日、県が公表した2022年度の学校保健統計調査で明らかになった。肥満傾向児の割合（出現率）は、前年度と同じく男女とも全年齢層で全国平均を上回った。男女それぞれ13ある年齢区分のうち各5区分、計10区分が全国ワーストだった。\n\n 調査は県内の幼稚園、小中高校計818校中159校の健康診断結果を基に集計した。標準体重から算出した肥満度が20％以上の子どもを「肥満傾向児」としている。\n\n 県内の肥満傾向児の割合は男子の8、9、11、14、16歳と、女子の5、7、10、13、14歳が全国で最も高かった。女子の6、11、12歳を除く計23区分が10位以内に入っている。\n\n 全国平均を最も大きく上回ったのは、男子が9歳（23.24％）で10.07ポイント差、女子が10歳（17.63％）で7.89ポイント差だった。全国平均に最も近いのは男子が5歳（5.58％）の2.02ポイント差、女子が6歳（7.34％）の1.84ポイント差。\n\n 子どもの肥満対策は青森県の長年の課題。ただ、新型コロナウイルス禍で20年度以降、全国的に肥満の児童生徒が増えたとされる。県学校保健推進計画（19～23年度）は肥満傾向児の割合を小中高とも10％以下に低下させる目標を掲げているが、達成は難しい状況だ。\n\n 県教育委員会スポーツ健康課の担当者は「運動不足や睡眠不足、朝食を取っていないなど、考えられる背景が何なのか、この調査だけでは分析が難しい」とした上で「本年度は新事業として健康福祉部と連携し子どもの肥満の原因を把握する実態調査を行う。実態を踏まえて効果的な対策を検討し、改善につなげていきたい」と話した。\n\n 身長は女子15歳を除く男女計25区分で、体重は男女とも全ての年齢層で、全国平均を上回った。\n\n このほか22年度の調査では、裸眼視力1.0未満の児童生徒の割合が、小中高校で全国平均を上回った。虫歯がある子どもの割合（治療済みを含む）も、幼稚園から高校までいずれも全国を上回った。
青森県内原子力施設と立地地域、共生へ来春基本方針　国主導の「共創会議」青森市で初会合（Web東奥）,https://news.yahoo.co.jp/articles/43a5a35f86042a5ccacd12739e9ee315a26a9613,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000009-webtoo-000-2-view.jpg?exp=10800,2023-11-28T22:27:00+09:00,2023-11-29T13:06:32+09:00,Web東奥,webtoo,Web東奥,979,\n国、県、地元自治体、事業者が一堂に会した原子力共創会議＝28日、青森市のホテル青森\n青森県内に立地する原子力施設と地域の共生に向け、国や地元自治体、事業者が一堂に会して将来像を議論する「共創会議」の初会合が28日、青森市内で開かれた。立地4市町村長は「共通課題」として、下北半島縦貫道路の整備促進、大間－函館フェリー航路やむつ総合病院整備に必要な財政支援などを列挙し「早期に取り組んでほしい」（山本知也むつ市長）と訴えた。国側は作業部会を設け、将来像の実現に向けた基本方針を2024年春ごろに策定する方針を示した。\n\n 共創会議は宮下宗一郎知事が提唱し、経済産業省資源エネルギー庁が主導し立ち上げた。20～30年後を見据えた持続的な発展に向け、4市町村長は国や県などの支援が必要な「共通課題」を公表。とりわけ「早期に検討・着手が必要」な施策として6項目を提示した。\n\n このうち下北半島縦貫道路の整備を巡っては、未開通区間の利用開始時期を明示する必要性を指摘。慢性的な赤字が続く大間－函館航路の恒久運航、新病棟を建設するむつ総合病院をはじめとした災害対応拠点の整備に必要な財政支援、国が脱炭素へ向けて推進するGX（グリーントランスフォーメーション）の実証事業実施－なども盛り込んだ。\n\n エネ庁は立地地域の将来像、基本方針を決めた後、実現に向けた「工程表」を24年夏ごろに策定する方針。実務担当者による作業部会で、市町村長らが示した地域課題や要望を踏まえて具体的な検討を進める。\n\n 終了後、宮下知事は報道陣に「今は原子力産業、核燃料サイクル事業に大きく依存していると思うが、事業の力を借りながら、この先の自立的な発展、未来を切り開く挑戦をするきっかけになってほしい」と述べた。\n\n 初会合には電気事業連合会の池辺和弘会長（九州電力社長）、増田尚宏日本原燃社長、樋口康二郎東北電力社長、小早川智明東京電力社長、菅野等電源開発（Jパワー）社長、高橋泰成リサイクル燃料貯蔵（RFS）社長、エネ庁の村瀬佳史長官らが出席した。\n\n 下北半島には六ケ所再処理工場（六ケ所村）をはじめ、政府が推進するサイクル政策の関連施設や原発が集中立地する。その多くは工程の延期などを繰り返して稼働できず、経済影響や将来への不安が地域に影を落としている。
三村申吾・前青森県知事の自宅が全焼　おいらせ町　家族と在宅中、逃げて無事（Web東奥）,https://news.yahoo.co.jp/articles/23d6ef06605c57cb4f32c4a17c7e18c1040cf35e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000007-webtoo-000-4-view.jpg?exp=10800,2023-11-28T21:06:00+09:00,2023-11-29T11:50:38+09:00,Web東奥,webtoo,Web東奥,498,\n炎が上がる前知事の三村申吾さん方＝28日午後3時52分、おいらせ町下明堂\n28日午後3時10分ごろ、青森県おいらせ町下明堂の住宅から出火していると119番があった。八戸消防本部などによると、火災があったのは三村申吾前知事（67）宅。木造一部2階建てと会社事務所など併せて約480平方メートルを全焼した。発生時、三村前知事と家族がいたが逃げて無事で、けが人はいなかった。\n\n 三沢署と八戸消防本部によると、三村氏は4人暮らし。同消防本部の消防車両など10台のほか、地元消防団のポンプ車が出動した。約5時間45分後に消し止めた。家人が119番通報した。\n\n 三村氏と親しい町民によると、元県議で三村氏の父輝文さん（93）はこの日高齢者施設を利用しており、出火時は不在。現場では風であおられた火が勢いよく立ち上り、三村氏が不安げな表情で消火活動を見守っていた。サイレンの音で火災に気付いた近くの会社員男性（40）は「（家の正面から見て）裏の方から煙が出ていた。午後3時20分過ぎにはすごい煙で、数分後に家の人が避難してきた」と話した。現場は国民健康保険おいらせ病院の約180メートル北東。
ベビーホタテ8トン、北海道・東北14市の給食へ無償提供　青森・むつ市が業者支援事業（Web東奥）,https://news.yahoo.co.jp/articles/a59db29330cf4ff42171c62e8dcf4b8af1a3de58,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-28T19:46:00+09:00,2023-11-29T13:07:58+09:00,Web東奥,webtoo,Web東奥,598,\n青森県むつ市は、中国の禁輸措置や高水温などの影響を受けているホタテガイの加工・養殖業者を支援するため、北海道・東北の県外自治体への学校給食向け冷凍ベビーホタテの無償提供といった3事業を行う。28日開会の定例市議会に提案した2023年度一般会計補正予算案に、関連経費4416万円を計上した。\n\n 市によると、10月と今月行ったホタテ加工業者や市内の漁協組合長との意見交換会で上がった声を踏まえ、事業を検討した。\n\n 冷凍ベビーホタテの提供先は、同市の姉妹都市である福島県会津若松市など北海道・東北の14市。むつ市が市内の加工業者から計8トンを買い取って各市に送り、400を超える小中学校の給食で活用してもらう。来年1月以降、各校がベビーホタテを使った給食を1～2回提供する予定で、11万人以上の児童生徒が食するという。むつ市内の小中学校22校でもベビーホタテの給食を提供する。\n\n このほか1月下旬には、台湾の高雄市を山本知也市長が訪れ、商業施設でトップセールスを行ったり現地企業を訪問したりするプロモーション活動を行う。\n\n また、ホタテ養殖漁業者に対する支援として、現在5％の漁業共済掛け金の補助を来年分は30％に拡大する。\n\n 事業の財源には、国の補助金と財政調整基金を充てる。市経済部の立花一雄部長は「事業を通してホタテ産業を守り、今後につないでいきたい」と話した。
電柱に軽トラ衝突、男性死亡／鶴田（Web東奥）,https://news.yahoo.co.jp/articles/672c31093f82affdbe831d4b670ba6181c8ba69d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000006-webtoo-000-2-view.jpg?exp=10800,2023-11-28T19:29:00+09:00,2023-11-29T09:35:08+09:00,Web東奥,webtoo,Web東奥,231,\n電柱に衝突した軽トラック＝28日午前11時45分ごろ、鶴田町妙堂崎\n28日午前9時45分ごろ、青森県鶴田町妙堂崎米山の町道で、同町妙堂崎上林、農業渋谷秀雄さん（84）の軽トラックが電柱に衝突しているのを通行人が発見した。渋谷さんは五所川原市内の病院に搬送されたが同11時1分、頭蓋骨骨折などにより死亡が確認された。\n\n 五所川原署によると、現場はつがる富士見荘から北方約800メートルの直線道路。事故当時、路面はぬれていた。同署が事故原因を調べている。
棟方志功記念館（青森市）、建物と庭残し利活用　知事と青森市長が検討へ　閉館後も顕彰施設に（Web東奥）,https://news.yahoo.co.jp/articles/a70336688d2874f0e5957eb1f4ddb0d31cea97e6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000002-webtoo-000-4-view.jpg?exp=10800,2023-11-28T12:00:00+09:00,2023-11-29T13:04:57+09:00,Web東奥,webtoo,Web東奥,933,\n棟方志功記念館の展示室を視察する宮下知事（左）と西市長＝28日午前9時4分、青森市松原2丁目\n施設の老朽化などを理由に来年3月末の閉館が決まっている青森市の棟方志功記念館について、宮下宗一郎知事と同市の西秀記市長は28日、閉館後も世界的板画家の棟方を顕彰する施設として、建物と日本庭園を残す形で利活用を検討する方針を示した。両者が同日の記念館視察後、報道陣の質問に答えた。\n\n 記念館の運営は県が補助金を拠出する一般財団法人「棟方志功記念館」（理事長・小野次郎館長）が担い、青森市は土地所有者の立場。閉館を巡っては、存続を求める市民有志らが今年5月から署名活動を展開し、西市長も建物の利活用を含めた協議を県に呼びかける方針を示していた。\n\n 宮下知事と西市長は記念館の営業時間前の約30分間、小野館長の案内で展示室や収蔵庫、庭園を視察。報道陣に閉館後の在り方を問われた宮下知事は「庭も建物も残る方向で検討し、何らかの形で棟方を顕彰できるようにしたい。市にとっても県にとっても素晴らしい方向性だ」と明言した。\n\n 西市長も建物や庭園の利活用を検討する方針に同調し、「まずは老朽化の度合いを調べ、バリアフリー化もきちんとしなくてはいけない。調査から始めて、総額でどれぐらいかかるのかを試算したい」と述べた。\n\n 両者とも、財源や今後の具体的なスケジュールについては明かさなかった。\n\n 一方、小野館長は「（一般財団法人の）役員会で決まった方向で動いており、それを進めるだけ」と、予定通り来年3月末の閉館を強調。建物と庭が残る可能性が浮上したことについては「記念館（の建物や庭）がすぐになくならず、残されるというのであれば、ありがたいこと」と語った。\n\n 「棟方志功記念館存続署名の会」の中村節雄会長代理は東奥日報の取材に「閉館ではなく、いったん休館という形にして今後の在り方を検討するべきだと思う」と複雑な胸の内を明かしつつ、「建物も残すのであれば、版画教室に使うなど棟方のスピリッツを継ぐ形にしてほしい」と注文をつけた。\n\n 同会によると、署名はいったん締め切った8月末の1万6891筆から増え続けており、年内に関係者に提出する予定。
「トド寝」古遠部温泉（青森・平川市）、常連が引き継ぐ　「ここを残したいという気持ちだけ」（Web東奥）,https://news.yahoo.co.jp/articles/59a929964ae4c68de48ef55ed956ae8a71e3d378,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000003-webtoo-000-4-view.jpg?exp=10800,2023-11-28T10:25:00+09:00,2023-11-28T13:10:42+09:00,Web東奥,webtoo,Web東奥,1026,\n豊富な湯量を誇り、「トド寝」ができると人気を集めている\n豊富な湯量で「トド寝」ができる温泉として知られる青森県平川市碇ケ関地区の一軒宿「古遠部（ふるとおべ）温泉」。前経営者の高齢などの理由で一時廃業の話も出たが、同温泉のファンで何度も訪れていた仙台市の長井めぐみさんらが経営を引き継いだ。現在、日帰り入浴のほか、素泊まりも受け入れており、県内外から多くの入浴客や旅行者が訪れている。長井さんは「ここの温泉を残したいという気持ちただそれだけ。碇ケ関地区の活性化につなげられれば」と話している。\n\n 同温泉は、秋田県との県境にほど近い山間部にたたずむ。鉱山の試掘調査で湧き出たという温泉は毎分500リットルの湯量を誇り、鉄分を含んだ赤みがかった湯が特徴。湯船からはお湯があふれ、床を流れる。床に寝そべり、流れるお湯に漬かる「トド寝」を楽しむことができるとして人気を集める。\n\n 長井さんが初めて同温泉を訪れたのは2020年。以降、友人や親戚を連れて10回以上泊まりに来るほどお気に入りの温泉となり、常連客とも顔見知りとなった。\n\n 前経営者は、体調不良などもあり今年に入り廃業を考えていたが、継続を望む声が多く寄せられたことから、後継者探しに乗り出した。そんな中、別荘や会社の保養所として利用したいと言っている人がいると長井さんは聞き、「他の人が買ってしまったら、自分が温泉に入れなくなってしまうのではないか。畑違いだが、自分がやろう」と手を挙げた。\n\n 「地元の客を大事にしてほしい」という前経営者の思いもあり、面談を経て引き継ぐことが決まった。その際、湯守や男手が必要だと考え、知り合いの後藤正男さんを誘い、長井さんは代表、後藤さんが社長となり再出発した。\n\n 7月中旬から温泉の仕事に関わるようになり、住まいがある仙台市と往復する生活が始まった。この4カ月を「夏は虫、暑さと格闘だった。やることも多くて…」と振り返り「冬を経験したことがないので、どうなるのだろうという思いがある」と不安ものぞかせる。それでも「楽しくやらせてもらっている。毎日来る人、東京から日帰りで来てくれる人もいる。温泉がなくならないで良かったと言ってもらえることが一番。長く続けていきたい」と前向きに笑顔で語った。\n\n 日帰り入浴は午前8時～午後8時、12月からは午前9時から。大人400円。素泊まりは税込み6650円で、冬場は別途暖房費がかかる。
伝統の町並みに活気を　空き店舗改修のシェアスペースから企画続々　青森・黒石市「Circleこみせ」（Web東奥）,https://news.yahoo.co.jp/articles/72d17ec859707b9c48f3396a657c45ec239e4742,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000004-webtoo-000-2-view.jpg?exp=10800,2023-11-28T11:00:00+09:00,2023-11-28T12:47:13+09:00,Web東奥,webtoo,Web東奥,1753,\nこみせが続く街並みの一角にある「Circleこみせ」と古川さん\n黒石市中心街のこみせ通りにあるシェアスペース「Circleこみせ」を中心としたプロジェクトが、伝統的な町並みに活気を生み出している。青森市出身の1級建築士古川正敏さん（34）が自ら、2015年以降シャッターが閉まっていた空き店舗「旧ストゼン」を改修。新たなチャレンジを始めたいという人たちに、店舗やイベントなどのスペースとして貸し出し、地域の魅力発信や多世代の交流促進につながっている。10月には日本デザイン振興会のグッドデザイン賞を受賞するなど、強い存在感を放っている。\n\n 古川さんは、横浜市の設計事務所に勤務していた19年、黒石市で開かれた旧ストゼンの利活用方法を探るワークショップに参加。市民が長年親しんだ建物の再生に向けさまざまなアイデアが上がる中、「では誰がやるのか」という最大の問題に自ら向き合おうと、設計事務所の同僚だった名古屋市出身の妻・澤﨑綾香さん（32）と共に21年6月に黒石市に移住した。\n\n かつて生活雑貨店と住居として利用されていた、昭和レトロな2階建ての建物は延べ床面積約500平方メートル、倉庫も含め10部屋以上もある。「まずはシャッターを開けよう」。夫妻は1階の一部を事務所として使い始めた。周辺の協力者や口コミの力などで徐々に人の輪が広がって、事務所に併設したフリースペースやシェアキッチンでは、郷土芸能の発表などイベントが行われ、実店舗を持たないパンやコーヒーなどの店が日替わりで開店するようになった。\n\n 空いていた部屋にも古着店や整体サロン、菓子店など、現在6店舗が入居。21年12月から営業している古着店「ガレージパラダイス」の山口なつきさん（31）＝大鰐町＝は「黒石はイベントがたくさんあり、観光客も多いので、新しい出会いがあり楽しい」、同じく古着店で23年3月からの「adam smith」の山谷敏暢（としのぶ）さん（42）＝弘前市＝は「時間の流れがゆったりしていて、優しい人ばかり」と街の魅力を語る。\n\n 古川さんはクラウドファンディングにより今年、2階に新たに地域の美術作家や子どもたちのための創作拠点も整備した。「街づくり、というよりは、無理せず自分たちが楽しいと思うことを続けてきたということ」と古川さん。グッドデザイン賞の選考では、成功のポイントとして、スペースの管理者が建築家である点が指摘された。\n\n 市中心街では22年7月、国名勝の庭園・金平成園の隣に市立図書館がオープン。現在、旧大黒デパート跡地で建設中の、役所窓口機能と市民サービス機能を組み込んだ複合施設「（仮称）市民サービス施設」は24年7月完成予定だ。古川さんは「古いものも新しいものもある、回遊して楽しめる街としてにぎわえば」と期待を寄せている。\n\n▼コーヒーで街おこしを 海老名さん「こみせ」から独立\n\n 「Circleこみせ」のシェアキッチンでカフェを出店していた黒石市の海老名晋平さん（31）が独立、近くの松の湯交流館の土蔵でコーヒー専門店「abCoffee（エービーコーヒー）」を開業し、コーヒーで街おこしをしたいと張り切っている。\n\n 海老名さんは青森市新町の「コーヒーカラーズ」で「コーヒー一杯に衝撃を受け、いい意味で人生を狂わされた」。同店でロースターとして勤めながら、自身でも野外イベントやCircleこみせで出店を重ねてきた。\n\n 自身も会員である「NPO法人横町十文字まちそだて会」が経営していたカフェを「いい流れ」（海老名さん）で引き継ぎ7月、コーヒー専門店としてリニューアルオープンさせた。\n\n コーヒーや軽食のほか、ブラジル、ケニア、エチオピアを均等にブレンドした「エービーブレンド」（100グラム850円）など自家焙煎（ばいせん）の計11種のコーヒー豆を販売する。\n\n 9月の歩行者天国「黒石こみせまつり」では、市内外のコーヒー店や飲食店の仲間12店を集め「黒石こみせコーヒー通り」を開設し、にぎわいを呼んだ。\n\n 「コーヒーでみんな楽しく、幸せになれたら」がモットー。「黒石を津軽のコーヒーかいわいの中心にしたい」と意気込んでいる。
アフリカ、南米で年2万人死亡「吸虫症」新薬研究加速へ　培養の「鍵」抽出に成功　弘前大グループ（Web東奥）,https://news.yahoo.co.jp/articles/81ce3e87b79dd4893c25689a489525304d85151f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-28T09:13:00+09:00,2023-11-28T12:59:36+09:00,Web東奥,webtoo,Web東奥,813,\nアフリカや南米などで年間数億人が感染し、2万人程度が死亡している吸虫症撲滅に向けた薬の開発に必要な基礎研究として、弘前大学の研究グループが、病気を引き起こす吸虫類の人工培養実験の鍵を握る物質の抽出に成功した。期待通りに効果を発揮すれば、これまでマウスの体内で行ってきた培養を実験用の皿「シャーレ」上でできるようになり、創薬研究が飛躍的に進む。\n\n 成果は10月27日に米国を拠点にした国際科学雑誌「STAR Protocols（スタープロトコルズ）」のオンライン版に掲載された。\n\n 研究に取り組んでいるのは弘大農学生命科学部の小林一也教授（53）と坂元君年准教授（51）を中心としたグループ。現在吸虫症の治療薬とされているのは、体内から吸虫を駆除する「プラジカンテル」と呼ばれる飲み薬が主流だが、この薬が効かない吸虫類も存在する。耐性を持つ吸虫類が現れる可能性もあり、小林教授は「新たな選択肢を提示できれば」と話している。\n\n 吸虫類は哺乳類の体内でのみ有性生殖する。研究グループは吸虫類に近いプラナリアに着目。プラナリアが摂取することで雄と雌に分化し、有性生殖できるようになる因子を吸虫類から取り出すことに成功した。\n\n この因子は、吸虫類でも性成熟を促進する可能性が高く、マウスの体内ではなくシャーレで培養できれば、吸虫症撲滅に向けた研究を加速できる－と小林教授はみている。\n\n 今後は、抽出した因子をさらに細かく見て、有性化を促す鍵となる最終的な物質を突き止める方針。小林教授は「坂元准教授と12年かけ、兆単位の中から100ほどまで絞り込んだ。もう一踏ん張りして、吸虫症に苦しむ人たちの力になりたい」と話している。\n\n◇\n\n吸虫症 淡水に生息する扁形（へんけい）動物の吸虫類が人や動物の皮膚に入り込むことで発症する病気。肝臓やぼうこう付近で成虫になり、発熱や腹痛、血尿などを引き起こす。
志功記念館　建物、庭の利活用検討へ（Web東奥）,https://news.yahoo.co.jp/articles/e3cea0ad31d500b309c0d1d11807a1d9a18f3f62,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-28T09:39:00+09:00,2023-11-28T09:39:00+09:00,Web東奥,webtoo,Web東奥,97,\n来年3月末の閉館が決まっている青森市の棟方志功記念館について、宮下宗一郎県知事と同市の西秀記市長は28日朝、同記念館を視察し、閉館後も記念館の建物と庭を残す形で利活用を検討する方針を示した。
