headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
質店に男、バールでショーケース破壊　逃走中　茨城・水戸　強盗未遂で捜査【更新】（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/c75445d4abdd7749e214f79e7c549aadf6c31147,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000012-ibaraki-000-3-view.jpg?exp=10800,2023-11-28T21:54:20+09:00,2023-11-28T22:10:01+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,388,\n強盗未遂事件があった店を調べる捜査員=水戸市柳町\n28日午後6時半ごろ、茨城県水戸市柳町1丁目の和田質店に男が押し入り、バールでショーケースをたたき割った。閉店準備のため事務所内にいた男性店長(46)が「強盗です」と110番通報した後に店内に戻り、男の腕をつかんだが、男はバールを捨てて逃走した。県警水戸署は強盗未遂事件として逃げた男の行方を追っている。\n\n同署によると、店長にけがはなく、被害品はなかったとみられる。逃走した男は50～60代ぐらい、身長約170センチの小太りで、上下とも灰色のスエットを着ていた。当時店内に客はいなかった。店のホームページによると、貴金属や財布などを取り扱っている。\n\n同店は2014年にも指輪や腕時計など計約120点(総額約290万円相当)が奪われ、店番の男性が全治2週間のけがを負う強盗傷害事件が発生している。\n茨城新聞社
駅名看板の一部が落下　JR水戸駅　接着剤の劣化か　茨城（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/60b1447357e7228aaa2c30d65fe54a69515203a9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000013-ibaraki-000-3-view.jpg?exp=10800,2023-11-28T22:04:00+09:00,2023-11-29T10:10:02+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,308,\nJR水戸駅南口(資料写真)=水戸市宮町\n28日午後2時ごろ、茨城県水戸市宮町1丁目のJR水戸駅改札窓口に駅利用者が金属片を持参し、「南口を通っている時に上から落下物があった」と申告した。同駅南口に係員が出向いて確認したところ、駅ビル壁面に取り付けられた駅名看板の一部が欠落しているのを発見した。けが人はなかった。\n\nJR水戸支社によると、落下物はステンレス製で縦9.5センチ、横12センチ、厚さ2センチ、重さ約50グラム。駅ビル壁面の高さ7.5メートルの位置に設置された看板で、「JR水戸駅」の「駅」の文字の一部。落下の原因は接着剤の劣化とみられるという。同支社は同看板の緊急点検を実施した。\n茨城新聞社
同姓同名の別人に誤送付　介護保険の被保険者証　茨城・阿見町（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/f5e13351262ef7de5581ef9e81e96ea3f27ddede,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000009-ibaraki-000-2-view.jpg?exp=10800,2023-11-28T19:18:00+09:00,2023-11-29T10:10:01+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,220,\n阿見町役場=同町中央1丁目\n茨城県阿見町は28日、介護保険の第一号被保険者に交付する「介護保険被保険者証」1通を別の被保険者に誤って送付したと発表した。被保険者証には、住所、氏名、生年月日、性別、介護保険被保険者番号が記載されていた。\n\n町高齢福祉課によると、職員が21日に発送した際、同姓同名の別人に送付した。誤った被保険者証が届いた町民が24日、同課窓口を訪れて発覚した。職員が住所の確認を怠ったのが原因という。\n茨城新聞社
メール誤送信、アドレス閲覧可能に　保護者と教員計161人分　茨城・土浦一高付属中（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/c606e8b05841c90d17c091dc6c1d7339bd4dfd2b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000010-ibaraki-000-3-view.jpg?exp=10800,2023-11-28T19:39:00+09:00,2023-11-29T10:10:01+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,293,\n茨城県庁=水戸市笠原町\n茨城県教委は28日、同県土浦市真鍋の県立土浦一高付属中で、3年生保護者148人と教員13人にメールを一斉送信した際、誤って全員のメールアドレスが閲覧可能となるミスがあったと発表した。県教委高校教育課は、個人情報の不適切な取り扱いに当たるとして、全員に電話やメールで謝罪した。\n\n同課によると、21日午後3時14分ごろ、修学旅行の帰路、JR京都駅から新幹線に乗車したとの内容を保護者にメールで伝える際、担当教員が受取人以外のアドレスを伏せる「BCC」ではなく、見えてしまう「CC」で一斉送信した。メールを受信した引率教員が気付き、発覚した。\n茨城新聞社
「学校対応に不備あった」　茨城県と同級生1人が計150万円支払い、女性と和解へ　いじめ自殺未遂訴訟（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/94ca7b94a5ee72325c4afe6bdc91eab0d0f52e3b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000011-ibaraki-000-2-view.jpg?exp=10800,2023-11-28T21:38:00+09:00,2023-11-28T22:10:01+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,516,\n茨城県庁=水戸市笠原町\n茨城県内の県立高校に在学中、同級生からいじめを受けて自殺を図り重傷を負った県内の女性(21)が県と同級生2人を相手に計約860万円の損害賠償を求めた訴訟で、県は28日、同級生と共に計150万円を支払って和解する方針を発表した。\n\n県は12月開会の県議会第4回定例会に議案を提出、議決を得た上で、同月中に和解が成立する見通し。県は140万円、同級生1人は10万円を支払う。\n\n訴状によると、女性は2年生だった2018年10月、校舎2階から飛び降り腰椎破裂骨折などの重傷を負った。同級生からの陰口などで多大な精神的苦痛を受け、自殺未遂に追いやられたと主張。いじめの事実を教員に相談したのに、学校側は適切な措置を怠ったとしている。\n\n自殺未遂を受け県教委は、同年12月に第三者委員会を設置。19年4月の報告書で「いじめがあった」と認定した。\n\n県教委高校教育課は「学校は当時可能であった一定の対応を行ったが、(対応に)不備があった」とし、和解案を受け入れる理由を示した。女性の父親は「何かが起こってからでは遅い。学校現場で、もっと寄り添い、早めの対応をしてほしかった」と話した。\n茨城新聞社
最大17万人避難と試算　東海第2原発　放射性物質拡散予測　茨城県公表【更新】（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/d8fdc369590e354432446b3cee904dd1fc8d1e47,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000008-ibaraki-000-5-view.jpg?exp=10800,2023-11-28T14:27:00+09:00,2023-11-29T10:10:02+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,1527,\n1\n/\n2\n日本原子力発電東海第2原発(奥左)の周辺には多くの住宅が密集する=東海村(2021年8月撮影)\n茨城県は28日、東海村の日本原子力発電(原電)東海第2原発の事故発生時、放射性物質がどのように拡散するのかを示す予測を公表した。災害による炉心の損傷を想定し、24時間後の拡散範囲を事故状況や気象条件ごとに計22通り分析。避難や一時移転の対象となる住民は最大で約17万人と試算した。\n\n県によると、自治体が放射性物質の拡散範囲を独自に予測し、公表するのは全国で初めてという。\n\n予測は、事故時に放射性物質を取り除くフィルター付きベントなど安全対策設備が動作した場合と、設備が全て喪失した場合を分けた。気象条件は、①同じ方向に風が長時間吹く②加えて雨が長時間降る③わずかな風が続く-状況を風向きごとに分析した。\n\n最大17万人が避難対象となるのは、安全対策が機能せず、②の気象条件で風が南西に吹いた場合。事故時に即時避難となる半径5キロ圏内の東海村などに加え、ひたちなか市、那珂市が一時移転となった。\n\n拡散予測が最長・最大面積となるのは、風向きが北西、いずれも②の気象条件で、距離30キロ、面積110平方キロとなった。\n\nベントが動作した場合はどの気象条件でも、住民避難が必要となる毎時20マイクロシーベルト以上の放射性物質の広がりはなく、一時移転の対象地域はないと試算した。\n\n東海第2原発は、2011年の東日本大震災で被災し、運転を停止している。半径30キロ圏には水戸市を含む14市町村があり、全国で最多の91万人以上が住む。水戸地裁は21年3月、避難計画の不備を理由に再稼働を認めないとする判決を出した。再稼働には予測を反映した避難計画の策定が不可欠となる。\n\n予測は14市町村が策定する広域避難計画の実効性につなげるため、県が原電に求めて作成した。\n\n県は「安全対策設備が一斉に機能喪失する事態となることは考えにくい」と強調。「設備が有効に機能すれば放出される事態にはならない」と説明した。\n\n県はこれまでに予測の妥当性を検証。専門家による第三者委員会も「おおむね妥当」と評価した。周辺市町村長でつくる会議で「混乱を招く」と懸念が示されたことで、県は公表を見送っていたが、発表資料を加えるなどした上で了解を得た。\n\n予測については、県が同日、ホームページで公開した。\n\n■「実効性ある避難計画の目安に」茨城県知事\n\n東海第2原発の重大事故を想定した放射性物質拡散予測の公表を受け、大井川和彦知事は28日の定例記者会見で、「実効性ある避難計画(策定)の目安になる」と述べ、予測を活用することで計画策定が前進するとの考えを示した。\n\n予測は、安全対策が喪失して炉心損傷した場合、避難対象が最大約17万人と試算するなど、計22通りを示した。大井川知事は「(各想定に)対応できるような避難計画を準備すれば、実効性が担保されたといえることになる」と話した。\n\n一方、事故時に安全対策が機能する場合は、半径5キロ圏外で避難の必要性が生じないという予測を受け、「新規制基準による安全対策で考えると、17万人の避難が想定される事故というのはほぼ想定できない」とした。\n\n広域避難計画が義務付けられる14市町村のうち、策定済みは現時点で5市町にとどまる。予測の公表により、「(避難に)必要な車両数、検査するための検問施設数など、まずは県自らが体制を整え、各市町村にも必要な調整を行う」と話し、県が必要な体制を示した上で、市町村の実効性ある避難計画の策定を促す考えを示した。\n茨城新聞社
茨城県芸術祭　創造市場「冬物語」上演へ　土浦、12月3日　嫉妬や恋描く（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/10063a0738ca9eede520dc5a7e8aab1a74e00ff7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000007-ibaraki-000-2-view.jpg?exp=10800,2023-11-28T11:00:00+09:00,2023-11-28T11:11:02+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,602,\n舞台「冬物語」の稽古風景。自己判断でマスクを着用する姿も見られた=土浦市西真鍋町\n茨城県芸術祭(県、茨城文化団体連合、茨城新聞社など主催)の演劇祭として、同県土浦市の社会人劇団「創造市場」の舞台「冬物語」が12月3日、同市東真鍋町のクラフトシビックホール土浦(土浦市民会館)で上演される。同市西真鍋町にある稽古場では、本番を控え、新型コロナウイルス感染症に気を配りながら、稽古が進められている。\n\n「冬物語」は、シェークスピアの代表的なロマンス劇。嫉妬心から起こる家族の悲劇と若者たちの純粋な恋を、16年に及ぶ時間軸で描いている。\n\n演出を担う劇団代表の稜地一週(本名・五頭良二)さんは「人間の根っこにある嫉妬心や裏切りなどが絡み合ったストーリー。愛が貫かれ、全ての感情がまとまって大団円を迎える」と強調。「芝居を見た人が、邪心や嫉妬といった負の感情を自身に置き換え、向き合い方を感じてもらえればうれしい」と呼びかける。\n\nコロナ対策については「行動制限が緩和されてはいるが、団員には自己防衛の徹底を呼びかけている」と強調。「小さな劇団なので代役が利かない。公演を全うするのが重要」と話した。\n\n公演は、午後1時からと同5時からの2回。チケットは前売り一般2500円、18歳以下2000円(当日券はともに200円増)。問い合わせは同劇団(電)029(821)9405。\n茨城新聞社
友好90年祝い記念碑　除幕式、交流深化誓う　茨城・境の長田小とアルゼンチン（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/90c9cb8706cbcb8f5d4c4dcaf5e10cc982cac206,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000006-ibaraki-000-2-view.jpg?exp=10800,2023-11-28T10:00:00+09:00,2023-11-28T10:10:01+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,694,\n記念碑の除幕を行ったエドゥアルド・テンポーネ大使(左から2人目)と橋本正裕町長(同3人目)=境町立長田小\n茨城県境町の町立長田小(同町蛇池、松田智子校長)とアルゼンチンの友好90周年を祝う記念碑が同校正門近くに建立された。校内行事「第34回アルゼンチンの日の集い」に合わせ、除幕式が27日、開かれた。式典にはエドゥアルド・テンポーネ駐日アルゼンチン大使をはじめ、橋本正裕町長や外務省南米課の篠崎英樹課長補佐らが出席。関係者は90年続く親交を振り返りながら、一層の交流深化を誓った。\n\n友好関係は、幕末にペリー提督の黒船に乗船して訪日したアルゼンチン人が当時の関宿藩士の応接を受けたのがきっかけだ。孫に当たるアルゼンチン公使のモンテネグロ氏が1933年、応接した藩士の孫に当たる野本作兵衛氏と会い、旧交を温めた。モンテネグロ公使は35年に野本氏の母校・長田小を訪問。以後、第2次世界大戦を挟んで交流が続いている。\n\n記念碑は御影石製で横53センチ、高さ40センチ、厚さ6センチ。石碑前面に「アルゼンチン共和国 長田小学校 友好九十周年記念碑」と刻また。同校卒業生の寄付金で制作された。\n\n式典で、テンポーネ大使は「今後さらに90年交流を重ねてほしい。子どもたちが来年、アルゼンチンを訪れた際は、同規模の小学校と町を訪問し、積極的に交流してほしい」と期待を寄せた。橋本町長は「来年は子どもたちと一緒にアルゼンチンを訪問したい」と今後の交流発展に意欲を示した。\n\n同校体育館では、5、6年生の鼓笛隊演奏や全校児童による合唱などがテンポーネ大使らに披露された。\n茨城新聞社
校長公募2人合格　茨城県立高・中高一貫校　974人応募　県教委（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/d9a279535fb0596be7c7025cc40fcb96371a480c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000004-ibaraki-000-2-view.jpg?exp=10800,2023-11-28T08:00:00+09:00,2023-11-28T08:08:01+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,380,\n茨城県庁=水戸市笠原町\n民間人などを対象とする来春採用の茨城県立高・中高一貫校計7校の校長公募で、県教委は27日、2人が合格したと発表した。県内87人、県外887人(うち海外6人)の計974人から応募があった。来年3月に合格者と配置先を公表する。\n\n公募は転職サイト「エン・ジャパン」を活用。民間企業や県職員・県公立学校教職員の管理職経験がある人などを対象とし、20～70代が応募した。書類選考やオンライン面接など1～3次選考を経て、配置予定校の現職校長3人を加えた11人が対面面接による最終選考に臨んだ。\n\n合格した2人は2023年度に開校したIT未来、中高一貫校の日立一、太田一、鹿島、下館一、中等教育学校の並木、古河のいずれかに配置される。任期は4年間。民間から採用の場合、1年目は副校長として勤務し、2年目に校長登用となる。\n茨城新聞社
同じ仲間で来夏再挑戦　そば打ち甲子園へ始動　経験生かし上位狙う　茨城・太田西山高生徒（茨城新聞クロスアイ）,https://news.yahoo.co.jp/articles/294a94acae830c323bfe92e88bd7d2b0cf0a7dcb,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000005-ibaraki-000-2-view.jpg?exp=10800,2023-11-28T09:00:00+09:00,2023-11-28T09:09:01+09:00,茨城新聞クロスアイ,ibaraki,茨城新聞クロスアイ,723,\n来夏の大会に向けて同じメンバーで練習を再開した生徒たち=常陸太田市新宿町\n来年夏の「全国高校生そば打ち選手権大会」(そば打ち甲子園)に向け、茨城常陸太田市新宿町の県立太田西山高の生徒たちが練習に取り組み始めた。メンバーは今夏の大会に出場しており、同じ陣容で臨む。「常陸秋そば」発祥の地として知られる同市にある高校として、「出場経験を生かして上位の成績を目指したい」と張り切っている。\n\nメンバーはいずれも2年生の会沢椿さん(16)、横山瑠さん(16)、梅原経平さん(16)、河野美月さん(16)、入沢麗奈さん(16)の5人。8月に開かれた大会には全国20校が参加。農業系や実業系が多い中で、普通科の同校は健闘し敢闘賞に輝いた。\n\n同校チームは部活動ではなく、希望する生徒で編成する。大会への挑戦は4年前に始まったが、コロナ禍の影響で大会が中止となったことから、2022年夏に初めて出場した。\n\n今回のメンバーは1年時に練習を始め、2年生で出場した。同じメンバーが来夏を目指し、手を挙げた。大会の雰囲気も知り、気心の知れた仲間で上位進出を狙う。\n\n練習は放課後。約3カ月ぶりに再開した11月8日の練習では、大会での手順や感触を思い出しながら1キロのそばを打った。\n\n技術指導はそば愛好者の団体「いばらき蕎麦(そば)の会」の会員3人が担う。手本を示しながら手足の位置や動き、指の使い方など細かな点まで指導する。練習後には撮影した動画を見て自分たちの動作を入念にチェックした。\n\n入沢さんは「そば打ちも大会も楽しかったので、また参加した。練り工程が苦手なので克服したい。皆で協力して上位に入りたい」と話した。\n茨城新聞社
