headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
三村申吾 前青森県知事の自宅で火災　けが人や逃げ遅れの情報はなし／青森・おいらせ町（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/2cc0b420761026df9ebd160d1d280cfacbd19127,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000011-aba-000-2-thumb.jpg?exp=10800,2023-11-28T19:10:47+09:00,2023-11-28T19:30:47+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,205,\n青森朝日放送\n青森県おいらせ町にある前知事の三村申吾さんの自宅で火災があり、現在消火作業が行われています。\n\n消防によりますと、午後3時すぎ、おいらせ町下明堂で「建物内に煙が充満している」と通報がありました。周辺住民によりますと、火災が起きた住宅は、三村前知事の自宅ということです。\n\n消防車両10台が出動して、現在も消火作業が行われています。けが人や逃げ遅れの情報は入っていないということです。
「生徒募集停止」回避目指し　「青森県立鰺ケ沢高校」存続へ　魅力向上の取り組みを住民に説明（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/962d2d2f2e9784f3dd901177bdb8e051727b76bd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000010-aba-000-1-thumb.jpg?exp=10800,2023-11-28T19:08:20+09:00,2023-11-28T19:08:20+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,628,\n青森朝日放送\n2024年度入学者が20人未満となれば、生徒募集停止の協議に入る鰺ケ沢高校についてです。学校存続へ向けての取り組みを紹介する町民向け説明会が、27日に開かれました。\n\n町民や卒業生などおよそ70人が集まった説明会では、鰺ケ沢高校の川浪泰浩校長が、生徒に寄り添った「習熟度別授業」を行ったり、遠くからの生徒も通いやすいよう、始業時間を午前8時40分に遅らせたことなどを説明しました。\n\n高校の再編計画で、2024年度の入学者が20人を下回ると、生徒募集停止の協議に入るとされる鰺ケ沢高校。\n\n20日に発表された1回目の進路志望状況調査では、協議入りの20人を上回る25人が志望しています。\n\n現在、生徒の全国募集にも取り組んでいて、2023年度に誕生したTikTok部を中心に高校や地域の魅力発信に取り組んでいます。\n\n説明会の参加者からは、「伝統の相撲部を復活させ、生徒を募集すれば良いのでは」といった意見が出ていました。\n\n【参加者（鰺ケ沢高校卒業生）】\n「子どもの数が少なくなっているから、それもしようもないかなと思ってきたんですけど、皆が一生懸命やっているのを聞いて、ちょっと応援しようかなと思いました」\n\n【鰺ケ沢高校 川浪泰浩校長】\n「こんなに町民の皆さんが、本校に興味を持ってくれていることで、非常にうれしく思っています。ぜひ、地域の発展のためにも、また我々も頑張っていきたいなと思いました」
八戸市内のホテルで10代女性にわいせつ行為疑い　51歳の中学校男性教諭が懲戒免職　逮捕された後 不起訴処分に（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/cc98d00951db2779efa8e07eb5ae21222da7e47b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000014-aba-000-1-view.jpg?exp=10800,2023-11-28T19:28:20+09:00,2023-11-28T19:28:20+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,196,\n写真：青森朝日放送\n女性に「わいせつな行為」をしたとして逮捕され、その後、不起訴処分となった51歳の男性教諭が懲戒免職処分を受けました。\n\n懲戒免職の処分を受けたのは、三八地域の中学校に勤務していた51歳の男性教諭です。\n青森県教育委員会などによりますと、男性教諭は8月、八戸市内のホテルで10代の女性に対してわいせつな行為をしたとして逮捕され、その後不起訴処分となっていました。
「岩木山やシャボン玉をイメージしたオムライス」で準グランプリ　ジュニア料理選手権で弘前学院聖愛中学校が受賞（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/cc86ada59b898d99d88bc14b2867b978fa5b7bcb,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000013-aba-000-1-thumb.jpg?exp=10800,2023-11-28T19:12:36+09:00,2023-11-28T19:12:36+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,442,\n青森朝日放送\n全国の中学生と高校生が参加する料理コンテストで、弘前学院聖愛中学校が準グランプリに輝きました。\n\n「ジュニア料理選手権」は、「味の素」などが開きました。4年ぶりの開催となった2023年は、全国から1万4千余りの応募があり、聖愛中学校を含む、12の個人と団体が26日の最終審査に臨みました。\n\n2023年の募集テーマは、「想いを伝える、しあわせごはん」で、板前の経験もある、お笑い芸人のこがけんさんも審査員に加わりました。\n\n聖愛中学校の生徒は、岩木山やシャボン玉をイメージしたオムライスのレシピを考案。\n\n審査の結果、聖愛中学校は中学生・団体の部で準グランプリに輝きました。\n\n【聖愛中学校の生徒】\n「グランプリになれなかったのはちょっと悔しいのですけど、1万作品以上から選ばれたのは良かったと思います」\n\n【聖愛中学校の生徒】\n「自分たちの目標は、グランプリでもあるし、楽しむことも目標だったので、楽しむことができたので良かったです」
種がなく甘くしっとりとした仕上がりへ　青森県南部町名産の「干し柿」づくり盛ん（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/ffa051f831b9357fffe365f85c5290e85b933e55,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000012-aba-000-1-thumb.jpg?exp=10800,2023-11-28T19:11:42+09:00,2023-11-28T19:11:42+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,451,\n青森朝日放送\n青森県南部町では、名産の干し柿づくりが盛んに行われています。\n\n大向農園では、28日は、15人ほどが干し柿づくりの作業に励んでいました。\n\nカキの品種は、県南地方で昔から栽培されている渋ガキの「妙丹柿」。\n\n一つひとつ丁寧に皮をむき、串に刺してからひもにくくりつけていきます。\n\nそして、屋根の付いた干し場にぶら下げていくと、その光景は、まるでのれんのようです。\n\n干し柿は、40日間ほど干して北風にあてると、渋みが抜け味が凝縮して甘く仕上がるということです。\n\n【大向農園 大向光嘉園主】\n「粒がちょっと多くなりすぎて心配しましたが、夏の猛暑が助けてくれて、平年並みの柿になりました。色合いも大変いいです」\n「種がなくて、甘味があって、しっとりとした柿が出来上がっていますので、それが魅力です」\n\n12月中旬までに、およそ20万個つくるという大向さんの干し柿は、2024年1月下旬から、八戸市の市場などに出荷され、小売店で販売されるということです。
「弘前城雪燈籠まつり」　大雪像のテーマは北海道函館市にある教会　国の重要文化財（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/f8916994b1700fe843e95562b7ea7631ac2df70c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000008-aba-000-3-thumb.jpg?exp=10800,2023-11-28T19:06:08+09:00,2023-11-28T19:33:22+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,455,\n青森朝日放送\n2024年2月に開かれる「弘前城雪燈籠まつり」についてです。大雪像のテーマは、2023年に続いて、北海道函館市にある建造物に決まりました。\n\n28日の実務者委員会では、実施計画案が示され、期間を2024年2月9日から12日までの4日間とすることや、開催内容を承認しました。\n\n大雪像のテーマとなったのは、函館山のふもとにある教会群の一つ、「函館ハリストス正教会」です。\n\n銅製の青い屋根と白い壁とのコントラストが美しい、函館市を代表する洋風建築で、国の重要文化財に指定されています。\n\n2023年の大雪像は、「旧函館区公会堂」で、2年連続で函館市にある建造物となりました。\n\n【弘前市 神雅昭観光部長】\n「楽しいイベントということで、地元だけではなくて、近隣県内県外からも雪を楽しむイベントとして、たくさんの方にお越しいただきたいと思っております」\n\n大雪像は、実物の5分の2の大きさで、2024年1月9日から、陸上自衛隊弘前駐屯地の隊員によって制作が始まります。
高水温被害の青森県産ホタテ産業への支援強化を要望　宮下知事「政府・与党への働き掛けを」（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/689cf30109b260aea6faa90c777bf06a8c15d61b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000006-aba-000-1-thumb.jpg?exp=10800,2023-11-28T19:03:49+09:00,2023-11-28T19:03:49+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,555,\n青森朝日放送\n高水温による被害が深刻な状況となっている陸奥湾ホタテについてです。自民党青森県連は、宮下知事にホタテ産業への支援を強化するよう要望しました。\n\n28日、自民党県連の田中順造筆頭副会長たちが県庁を訪れ、宮下知事に要望書を手渡しました。要望書では、異常な高水温により、陸奥湾の養殖ホタテが大量にへい死し、漁業者を始め地域経済に甚大な打撃をもたらすことが懸念されるとしています。\n\nこうした状況を踏まえ、自民党県連は、親貝を確保する事業や漁業者への融資に対する支援など6項目を求めています。\n\n宮下知事は、「災害」という認識に立って、対応しなければならないとしました。\n\n【宮下知事】\n「かつてない被害を我々は被ってるという辺りは、しっかりと与党に、私自身も政府にはしっかりと伝えますので、与党に伝えていただきたい」\n\n【自民党県連 田中順造筆頭副会長】\n「国会議員に伝えながら、国会の場で、この青森県のホタテの生産者の支援をなんとか中央から訴えていただきたい。そのことを、私どもも強く感じたところです」\n\n11月に行われた陸奥湾ホタテの調査結果は、12月中旬には公表される予定ですが、自民党県連はこの結果を待たず、政府・与党にホタテ産業への支援を働き掛ける方針です。
青森県内で交通事故相次ぎ男性2人死亡　軽トラックが電柱に衝突　軽乗用車が防雪柵に衝突（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/25efe49b91c5af9f05d19e03ca4c967003ab169e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000007-aba-000-1-thumb.jpg?exp=10800,2023-11-28T19:06:35+09:00,2023-11-28T19:06:35+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,350,\n青森朝日放送\n27日夜から28日朝にかけて、青森県内では単独事故が相次ぎました。合わせて男性2人が亡くなりました。\n\n警察によりますと、28日午前9時半過ぎ、鶴田町妙堂崎の町道で、付近を通りかかった人が電柱に衝突した軽トラックを発見し、119番通報をしました。\n\n軽トラックの運転席にいた鶴田町妙堂崎の農業、渋谷秀雄さん（84）が五所川原市内の病院に搬送されましたが、頭などを強く打ち死亡が確認されました。\n\n現場は見通しの良い直線の道路です。\n\n一方、黒石市境松の市道では、27日午後9時すぎ、軽乗用車が防雪柵にぶつかった状態で発見され、運転席にいた弘前市取上の農作業員、荒城豪さん（44）が亡くなりました。現場は片側1車線のカーブで警察が事故の原因などを詳しく調べています。
望まない妊娠を防ぐ「緊急避妊薬」試験販売開始　青森県内では2カ所の薬局で医師の処方箋なしで購入可能　（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/300af418caa38116040f85386fefcf1a7fe60ad4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000009-aba-000-3-thumb.jpg?exp=10800,2023-11-28T19:07:23+09:00,2023-11-28T19:27:22+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,404,\n青森朝日放送\n望まない妊娠を防ぐため服用する「緊急避妊薬」。28日から全国145の薬局で試験的に販売が始まりました。\n\n緊急避妊薬は、医師の処方箋なしで購入することができ、青森県内では、青森市の青森調剤薬局など2カ所で販売されています。\n\n【青森調剤薬局 薬剤師 坂井義人専務】\n「こちらが、緊急避妊薬のレボノルゲストレル錠になります」\n\n購入する場合は、事前に薬局へ電話連絡が必要で、調査研究に同意した16歳以上の女性が対象になります。\n\n購入費用は7000円から9000円で、購入した人は薬局内のプライバシーが配慮された場所で薬を服用し、アンケートに回答することが求められます。\n\n【青森調剤薬局 薬剤師 坂井義人専務】\n「販売対象になるのかというのを（日本薬剤師会HPで）確認していただいて、その後に対象薬局の方に電話で連絡していただいて、来ていただくような形になります」
浸水状況を「センサー」でリアルタイムに把握　大雨による洪水や浸水被害の防止　逃げ遅れゼロへ／青森・鰺ケ沢町（ABA青森朝日放送）,https://news.yahoo.co.jp/articles/a93c4fad3acb567b9f64e07f9aac85533bf7f3cd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-00000005-aba-000-1-thumb.jpg?exp=10800,2023-11-28T19:02:38+09:00,2023-11-28T19:02:38+09:00,ABA青森朝日放送,aba,ABA青森朝日放送,505,\n青森朝日放送\n大雨などによる洪水や浸水被害の防止や軽減が期待されます。青森県鰺ケ沢町で、県内では初めてとなる、浸水を検知して通信するセンサーが設置されました。\n\n浸水センサーの設置は、大雨による浸水被害や河川の氾濫が全国的に頻発していることから、迅速な災害対応のために、国が主導する実証実験として行われました。\n\n28日は、2022年8月の大雨で浸水被害を受けた鰺ケ沢町の中心部に近い、中村川の水路設備にも、10センチほどの大きさのセンサーが設置されました。\n\nセンサーには、通信機能があるため、浸水状況をリアルタイムで把握できることから、住民の逃げ遅れの防止に役立つということです。\n\n鰺ケ沢駅周辺の舞戸地区など、町内およそ40カ所で60個程度が設置され、2024年6月ごろの稼働が予定されています。\n\n【鰺ケ沢町 加藤隆之副町長】\n「河川の状況、あるいは内水の浸水状況とか、リアルタイムで分かれば、データを元に町民皆様の迅速な避難行動へとつなげていければなと、大変期待をしているところでございます」\n\n県は、実証実験で得られたデータを検証し、治水対策に役立てていくとします。
