headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
故ダイアナ妃が婚約記念写真で着用、フリル襟のブラウスが競売に（CNN.co.jp）,https://news.yahoo.co.jp/articles/25224137651c5794981c5289a6a4aad1e421d459,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35209983-cnn-000-2-view.jpg?exp=10800,2023-11-28T21:40:00+09:00,2023-11-28T22:20:57+09:00,CNN.co.jp,cnn,CNN.co.jp,1067,\n故ダイアナ妃が婚約記念写真で着用したフリル襟のブラウスが競売にかけられる\n（ＣＮＮ） 英国の故ダイアナ元皇太子妃が１９８１年の婚約記念ポートレートで身に着けていた、フリル襟の淡いピンクのブラウスが来月競売に掛けられる。落札額は最高１０万ドル（約１４８０万円）に上ると予想されている。\n\nダイアナ妃はこのブラウスを着用してスノードン卿によるポートレート写真の撮影に臨んだ。当時のチャールズ皇太子（現国王）との婚約が発表された際、ファッション誌「ヴォーグ」を含む複数の雑誌や新聞がこの写真を使用した。\n\n襟元に繻子（しゅす）のリボンがちょう結びにされたブラウスは、エリザベス・エマニュエル、デービッド・エマニュエル両氏がデザインしたもの。両氏は後にダイアナ妃のウェディングドレスを手掛けたことで知られる。\n\n競売を行う米ビバリーヒルズの会社ジュリアンズ・オークションズによると、ブラウスの生地は、顧客の試着中にスカート部分にマスカラの染みが付いてしまったドレスを再利用したものだという。このエピソードはエリザベス・エマニュエル氏の著書「Ａ Ｄｒｅｓｓ ｆｏｒ Ｄｉａｎａ（原題）」で言及されている。\n\n「（ダイアナ妃は）棚に置かれた私たちのブラウスを見るなり一目ぼれして、誰が作ったのかと尋ね、そこから私たちの元に問い合わせが来た」とエマニュエル氏は振り返る。\n\nダイアナ妃の着用後、エマニュエル氏はブラウスを手元に置いておき、２０１０年に売却した。１７～１９年には、ダイアナ妃の服を扱った展覧会の一部としてケンジントン宮殿に展示されたこともある。\n\n今回の競売ではダイアナ妃が２度着用した夜会ドレスも出品され、最大２０万ドルで落札されるとみられている。\n\nこのドレスは星の刺繍（ししゅう）が入った黒いビロードのボディスに、低いウエストライン、肩パッド、青のスカートを組み合わせたデザインで、ダイアナ妃がけん引役となった１９８０年代のファッションをほうふつさせる。\n\n今回の競売にはこのほか、米ハリウッドのそうそうたるスターが１９５０～６０年代に使用、あるいは着用していた記憶に残る品も出品される。\n\nオードリー・ヘプバーンが１９６３年の映画「シャレード」で着用したジバンシィの黄色のコートは、最大４万ドルで落札される見通し。マリリン・モンローが一時所有していた旅行用時計には、４０００ドルの値が付く可能性がある。\n\n競売は１２月１４～１７日、ビバリーヒルズ現地とオンラインで開催される予定。
米軍、ガザ向けの人道物資をエジプトに空輸へ（CNN.co.jp）,https://news.yahoo.co.jp/articles/ed9ac58a353d8d8da15eab65705f37d55c1ea7c1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212058-cnn-000-1-view.jpg?exp=10800,2023-11-28T20:46:00+09:00,2023-11-28T20:46:00+09:00,CNN.co.jp,cnn,CNN.co.jp,503,\n米軍がガザ地区向けの輸送機３機分の人道支援物資をエジプトの北シナイ州に空輸する\nワシントン（ＣＮＮ） 米軍はパレスチナ自治区ガザ地区の住民に向け、輸送機３機分の人道支援物資をエジプトの北シナイ州に空輸する。複数の米政権高官が明らかにした。\n\n物資は医療用品や食料、防寒具など。ガザ地区はこれから雨季に入り、冷たい雨が続いたり、洪水が起きたりする恐れもある。\n\n３機のうち第１便は２８日中に現地に到着する予定。物資は国連に引き渡され、在庫の補充に使われる。\n\nイスラエルとイスラム組織ハマスの間では戦闘休止の合意が延長され、人質の解放とガザへの物資搬入が進んでいる。米当局者の１人によると、米軍の物資空輸はこの合意と連動せず、最終的に戦闘が再開しても継続する見通し。\n\n米当局者らはまた、ガザ人道支援の不足を補う第２段階として、商業物資の持続的な搬入に向け、イスラエル当局との間で数週間前から協議を進めているという。\n\nバイデン米大統領は２７日の声明で、ガザ支援の強化に取り組む姿勢を強調。米国はパレスチナの最大の支援国としての経験を基に、ガザへの人道対応を主導していると強調した。
人質になったイスラエル姉妹、解放後に知った母の死（CNN.co.jp）,https://news.yahoo.co.jp/articles/79aec0eaac5f956abec2a0d454fcd356a3240f7e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212054-cnn-000-3-view.jpg?exp=10800,2023-11-28T19:15:00+09:00,2023-11-28T20:30:44+09:00,CNN.co.jp,cnn,CNN.co.jp,553,\n５０日間の拘束から解放されたノアム・オルさん（左）と妹のアルマさん\n（ＣＮＮ） イスラエルで先月イスラム組織ハマスの人質になり、２５日に解放された姉妹を待っていたのは、母が殺害されたという知らせだった。\n【画像】解放された人質が車両で運んで検問所に入る 現地の様子を見る\nノアム・オルさん（１７）と妹のアルマさん（１３）は先月７日、ハマスの攻撃を受けた地元の集落から拉致され、パレスチナ自治区ガザ地区で５０日間拘束されていた。\n\n離れ離れになった母と再会する日を夢見て耐え抜いたが、その夢は一瞬にして砕け散った。\n\nフィリピンにいる母方のおじはＣＮＮのインタビューで、「２人の母親は先月７日に殺された」と語った。親族は当初、姉妹と母が一緒に連れ去られたと思っていたが、そうではなかった。\n\n姉妹がガザからの境界を越え、祖母や兄と再会した時、最初に知らされたのが母の死だった。「２人にとって本当に悲しく衝撃的な瞬間だった」と、おじは振り返る。\n\n姉妹の父もガザ地区で拘束中とみられるが、安否は今も確認されていない。\n\nイスラエルとハマスによる４日間の戦闘休止合意は２７日、さらに２日間延長された。人質の解放が進むにつれ、家族を通して拘束中の経験などが少しずつ明らかになっている。
ニュージーランド、たばこ禁止法を撤廃　減税の財源確保のため（CNN.co.jp）,https://news.yahoo.co.jp/articles/98601ed0f83ff3f8db1765715c314018738ff35e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212056-cnn-000-5-view.jpg?exp=10800,2023-11-28T20:00:00+09:00,2023-11-29T08:36:01+09:00,CNN.co.jp,cnn,CNN.co.jp,698,\nニュージーランドの新政権が、昨年成立していたたばこ禁止法の撤廃を決めた\n（ＣＮＮ） ニュージーランド新政権は、昨年成立していたたばこ禁止法の撤廃を決めた。減税の財源を確保するためとされるが、保健当局者や反たばこ団体が強い反発を示している。\n【画像】「有害」「毒」たばこ１本１本に警告表示、カナダで世界初\n法律は、２００９年１月１日以降に生まれた世代へのたばこの販売を禁止し、違反者には最大１５万ＮＺドル（約１３６０万円）の罰金を科す内容。先進的な政策として注目を集め、来年７月までに施行される予定だった。\n\n同国では先月の総選挙を受け、ラクソン新首相率いる中道右派の国民党と中道のＮＺファースト党、右派ＡＣＴ党の連立政権が発足したばかり。\n\nラクソン氏は禁止政策の一部に同意できないと述べ、法の施行は闇市場の拡大を招くと主張した。\n\n同時に、国内の喫煙率は下がっていると強調。引き続き禁煙教育を進めると表明した。\n\nニュージーランドの禁止法が世界の注目を集めたのに続き、英国も若者の喫煙率を段階的に下げる計画を発表している。英首相府の報道官は、同国の方針に変更はないと述べた。\n\nニュージーランド新政権のウィリス財務相は２５日、禁止法を来年３月までに撤廃し、たばこ販売による増収を減税に役立てる方針を示した。\n\nこれに対してヴェラル前保健相は、前政権と真っ向から対立する政策だと反発を示し、「喫煙率を下げて８万人の命を救うための措置を、減税のために覆すとは」と非難した。\n\n反たばこ団体からも「国民の命がたばこ業界の犠牲になる」など、失望の声が上がっている。
ヒマラヤのトンネル崩壊、救出用の穴が作業員の場所に達する　「まもなく外に」（CNN.co.jp）,https://news.yahoo.co.jp/articles/0e54c8c7305299effc099f43ffb6d8d52d7098bd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212057-cnn-000-6-view.jpg?exp=10800,2023-11-28T20:06:00+09:00,2023-11-28T20:38:03+09:00,CNN.co.jp,cnn,CNN.co.jp,685,\nトンネル崩落から２週間以上たち、救出用の穴が作業員らのいる場所に到達した\nニューデリー（ＣＮＮ） インド北部のヒマラヤ山脈で建設中のトンネルが崩落し、作業員４１人が２週間以上閉じ込められている件で、救出のために垂直に掘削していた穴が２８日、作業員らのいる場所に到達した。\n【映像】ヒマラヤのトンネル崩壊、内部の作業員に向けて穴を掘削\n掘削完了後、作業員を安全に救出するため、出口シャフトに大型のパイプが押し込まれた。ウッタラカンド州のプシュカル・シン・ダミ首相はＳＮＳの「Ｘ」に、「パイプを設置する作業は完了した。まもなく作業員全員が外に運ばれる」と投稿した。\n\nトンネル入り口にいる作業員の親族の男性はＣＮＮに対し、救助隊員がトンネル内部に入ったと述べ、「４１台の救急車が準備している。全員が１時間ほどで出てくると言われた」と続けた。\n\n作業員らは今月１２日に発生した崩落で閉じ込められた。６０メートル以上の岩やコンクリート、曲がった金属で唯一の出口がふさがれた。\n\n救助隊は当初、重機でがれきを掘って中に到達しようと試みたが、２４日遅くに断念を余儀なくされた。使用していた米国製の強力なドリルが作業員に到達する数メートル手前で故障したためだった。\n\n閉じ込められた作業員らは、全員が国内の最も貧しい数州からの出稼ぎ労働者。がれきに挿入された長さ５３メートルのパイプを通じ、食料や水、酸素が届けられている。当局によれば、作業員らの健康状態は良好。\n\n作業員らの家族の多くは、期待と失望の間を揺れ動く苦しみの中で、救出の時を待ち続けていた。
米国務長官、今週イスラエル、ヨルダン川西岸など歴訪へ（CNN.co.jp）,https://news.yahoo.co.jp/articles/22d6f9f5a34ab0339c6f04d01d43a414b588b8dc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212050-cnn-000-2-view.jpg?exp=10800,2023-11-28T18:00:00+09:00,2023-11-29T13:38:46+09:00,CNN.co.jp,cnn,CNN.co.jp,366,\n米メリーランド州の空軍基地からベルギーへ向かう機体に乗り込むブリンケン国務長官\n（ＣＮＮ） ベルギーの北大西洋条約機構（ＮＡＴＯ）本部を訪れているブリンケン米国務長官がこの後、中東を歴訪するとの予定が明らかになった。\n写真特集：イスラエル・ハマス紛争\n国務省高官が語ったところによると、ブリンケン氏は今週、ベルギーに続いてバルカン半島の小国・北マケドニア（旧マケドニア）の首都スコピエとイスラエル、パレスチナ自治区ヨルダン川西岸、アラブ首長国連邦（ＵＡＥ）のドバイを訪問する。\n\n各地での会談を通して、自治区ガザ地区への人道支援を拡大し続け、人質を全員解放させ、ガザ住民の保護を強化する必要性を強調する。\n\nさらに、ガザ地区の将来とパレスチナ国家樹立の必要性についても協議し、引き続き紛争拡大の回避に努めるという。
イスラエルが釈放のパレスチナ人、半数以上は起訴なしの拘禁（CNN.co.jp）,https://news.yahoo.co.jp/articles/da234d0385fa2e8cb84fff2d1c6299cebd813dd6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212052-cnn-000-2-view.jpg?exp=10800,2023-11-28T18:45:00+09:00,2023-11-28T18:46:13+09:00,CNN.co.jp,cnn,CNN.co.jp,592,\nヨルダン川西岸地区ラマラで釈放されたパレスチナ人らと、祝福する支持者の人だかり\n（ＣＮＮ） イスラエルとイスラム組織ハマスの戦闘休止が延長期間の５日目に入るまでにイスラエル側が釈放したパレスチナ人計１５０人のうち、半数以上は起訴や裁判を経ずに拘禁されていた。\n写真特集：イスラエル・ハマス紛争\nイスラエルは４日間の戦闘休止合意に基づき、ハマスの人質解放と引き換えにパレスチナ人の収監者を順次釈放してきた。\n\nこれまでの釈放対象者のうち、９８人が罪状なしで拘束されていた。\n\nパレスチナの非政府組織（ＮＧＯ）とイスラエル刑務所当局からの情報によると、４日目の２７日には１８歳以下の３０人を含む３３人が釈放された。３０人のうち２９人は少年、残る１人は１５歳の少女だった。\n\nイスラエルがパレスチナ人に罪状を示さず、司法手続きを経ないまま収監する「行政拘禁」は、これまでも各方面から批判を浴びてきた。\n\n双方の人権団体によると、行政拘禁下のパレスチナ人は先月初めの時点に１２００人あまりと、過去約３０年で最多を記録していた。\n\nパレスチナのＮＧＯによれば、ハマスが先月７日、イスラエルに奇襲攻撃を仕掛けてから月末までに、パレスチナ自治区ヨルダン川西岸地区とエルサレムで新たに２０７０人が拘束されたとの記録がある。このうち１４５人が未成年者、５５人が女性だった。
ＣＯＰ２８開催国のＵＡＥ、会議利用し各国と石油契約の締結計画か　漏洩文書が示唆（CNN.co.jp）,https://news.yahoo.co.jp/articles/70c095e3f792bba7b92749dd3e2c1107cde49c16,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212035-cnn-000-1-view.jpg?exp=10800,2023-11-28T17:28:00+09:00,2023-11-28T17:28:00+09:00,CNN.co.jp,cnn,CNN.co.jp,1639,\n今月３０日からＵＡＥで開催されるＣＯＰ２８のロゴ\n（ＣＮＮ） 今週始まる国連気候変動枠組み条約締約国会議（ＣＯＰ２８）を運営するアラブ首長国連邦（ＵＡＥ）のチームが、開催国の立場を活用し、新たな石油・ガス契約を複数の外国政府と結ぶ計画を立てていたことが２８日までに分かった。漏洩（ろうえい）した文書から明らかになった。\n\n文書は英国に拠点を置く非営利団体「センター・フォー・クライメート・リポーティング」が公表したもので、ＣＯＰ２８の会議の議長を務める予定のスルターン・ジャーベル氏に向けた説明文とみられる。外国の当局者と会議の準備段階で行う会談について説明しているようだ。文書は各国のプロフィルの形式を取っており、それぞれの項目にジャーベル氏との会談での論点が記載されている。\n\n文書では各国の気候対策の進展を詳述。財政や食品制度の脱炭素化、再生可能エネルギーの導入といった主要分野に言及しながら、各国の意欲を高める方途についても検証する内容だ。\n\nしかしそうした論点に加え、地元のアブダビ国営石油会社（ＡＤＮＯＣ）が絡む新たな石油・ガス計画について提示しているとみられる箇所も複数存在する。ジャーベル氏はＡＤＮＯＣのトップを務める。\n\nＡＤＮＯＣはＣＮＮからのコメント要請に応じなかったが、以前の取材ではＣＯＰ２８を自社の宣伝に利用しているとする一切の見解に対し、「不正確で根拠がない」と反論していた。\n\n当該の文書は英ＢＢＣに最初に共有された。\n\nＣＯＰ２８の運営チームの広報担当者はＣＮＮの取材に電子メールで答え、「ＢＢＣの記事で紹介された文書は不正確で、ＣＯＰ２８はこれらを会合で使用していない。ＢＢＣが信憑（しんぴょう）性を確認できない文書を報道に使用したとみられるのは極めて遺憾だ」と述べた。\n\nＣＯＰ２８のチームがＡＤＮＯＣから独立して稼働しているのかとのＣＮＮの問いに対し、この広報担当者は回答しなかった。ビジネス上の利益が話し合われていることについては、チームとして明確に否定しなかった。\n\nＵＡＥは既に広範な批判の中心にいる。自国の石油・ガス部門のトップをＣＯＰ２８の議長に据えたことがその理由だ。化石燃料業界の動向を監視する団体が行った分析によると、ジャーベル氏が会議を仕切る一方でＡＤＮＯＣは石油・ガスの生産拡大を計画している。ＣＮＮが以前報じた。\n\n企業グループとしてのＡＤＮＯＣは、石油化学や再生可能エネルギーなど数多くの分野についても海外での業容を拡大している。\n\n文書には、やはりジャーベル氏が経営するＵＡＥの主要再エネ企業、マスダールが絡む計画を宣伝しているとみられる記述もある。\n\n実際に何件の会談が開かれたのかは不明だが、文書からはこの機会を活用して新たな契約を結ぼうとするチームの期待のほどが見て取れる。ＣＮＮは文書に記載のあった１５カ国に連絡を取った。このうち２カ国は会談が開かれたことを確認したが、ビジネスに関する話し合いはなかったと述べた。別の２カ国は、会談の開催自体を否定した。\n\n文書が言及する国々には米国、中国、フランス、ドイツ、英国が含まれる。センター・フォー・クライメート・リポーティングによると、プロフィルとして記載されていたのは全部で２７カ国だが、今回は１５カ国について共有することを決定したという。\n\n毎年変わるＣＯＰの開催国は通常、自国が任命した議長を各国の当局者と会談させる。会議に先駆けて気候変動対策の強化を図ることが狙いだ。国連では、こうした会談を利用して開催国の経済的利益を高めるべきではないと規定している。\n\n自然保護団体のグリーンピースは声明を出し、今回の文書の内容が事実なら「全く受け入れられず、まさしくスキャンダルだ」と指摘。石油企業のトップをＣＯＰの議長に据えることで、このような利益相反が起きることをかねて危惧していたと強調した。
今年の単語は「オーセンティック」、英語辞典メリアム・ウェブスター（CNN.co.jp）,https://news.yahoo.co.jp/articles/e6f6db3c8bafb668b57c5ac083823caeb8cca9aa,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212041-cnn-000-4-view.jpg?exp=10800,2023-11-28T15:55:00+09:00,2023-11-29T13:48:03+09:00,CNN.co.jp,cnn,CNN.co.jp,843,\nテイラー・スウィフトも好んで使う「ａｕｔｈｅｎｔｉｃ」を辞書大手が「今年の単語」に選出\n（ＣＮＮ） 真実と事実をめぐる問題が話題を独占し続ける中で、オンライン英語辞典のメリアム・ウェブスターが今年の単語に「ａｕｔｈｅｎｔｉｃ（オーセンティック）」を選んだ。\n\n同辞典によると、ａｕｔｈｅｎｔｉｃは数年前から検索回数が増えていたが、２０２３年は「ＡＩ（人工知能）、セレブ文化、アイデンティティー、ＳＮＳに関する記事や話題」の影響で、検索回数が大幅に増えた。\n\n検索回数がこれほど多いのは、「虚偽や模倣ではない」「自分自身の個性、精神、性格に対して忠実」など複数の意味があるためだと同辞典は解説する。\n\n「ｒｅａｌ（本物）」「ａｃｔｕａｌ（現実）」などと同義語のａｕｔｈｅｎｔｉｃは、「明らかに望ましい品質」の意味があり、料理などのアイデンティティー表現と結びつけられることもある。\n\nレイニー・ウィルソン、サム・スミス、テイラー・スウィフトといった有名人も、この言葉を好んで使用する。いずれも今年、自分の「本物の声」「本物の自分」を追求するという発言が話題になった。\n\nこの単語にはイーロン・マスク氏というファンもいる。同氏は以前、人々はＳＮＳ上でもっと「ａｕｔｈｅｎｔｉｃ」でなければならないと発言した。一方で、ツイッターを買収して社名をＸに変更したマスク氏は、本物の証しだった青い認証マークを排除した。このマークは今、料金を払わなければ使えなくなっている。\n\nＡＩの台頭によって本物とそうでないものとの境界は薄れ、有名人も企業もＳＮＳのインフルエンサーも、本物であることの証明に神経をとがらせる。\n\n今年目立ったもう一つの単語は「ｄｅｅｐｆａｋｅ（ディープフェイク）」だった。メリアム・ウェブスターは「実際にはやっていない、あるいは言っていないことを、やったり言ったりしたと誤解させる目的で、説得力をもって改ざん・操作した画像や記録」と定義している。
子ゾウに衝突の車、群れに踏みつけられ損傷　マレーシア（CNN.co.jp）,https://news.yahoo.co.jp/articles/2a0761c0f63148309172ae3d116ead5e0310caff,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231128-35212049-cnn-000-1-view.jpg?exp=10800,2023-11-28T16:55:00+09:00,2023-11-28T16:55:00+09:00,CNN.co.jp,cnn,CNN.co.jp,596,\nマレーシアで、野生のゾウの子に衝突した車が群れに踏みつけられて損傷した\n（ＣＮＮ） マレーシア中部ゲリクの幹線道路上で２６日夜、野生のゾウの子に衝突した車が、一緒にいたゾウの群れに踏みつけられて損傷した。地元当局が２７日に発表した。\n\n車は４８歳の男性が運転し、妻と２３歳の息子が同乗。北西部のペナン島から北東部トレンガヌ州に向かっていた。\n\n警察によると、現場周辺は霧雨が降っていた。車は左カーブを曲がろうとして、群れとともに路上を歩いていた子ゾウに衝突。子ゾウは地面に倒れた。\n\nこれを見て、ほかの５頭が車に襲い掛かった。子ゾウが再び立ち上がった後、群れは歩き去ったという。\n\n公開された現場写真では、車の前部と側面のドアなどが激しく損傷し、すべての窓が割れている。\n\n車が襲われた時に一家が中にいたかどうかは不明だが、警察によると死者や重傷者の報告はない。子ゾウが負ったけがの詳細も発表されていない。\n\n自然保護活動家らによるとマレーシアでは近年、急激な道路開発で森林破壊が進み、各地で生息地を失ったゾウがえさを求めて路上をさまよっている。\n\n２０１７年には幹線道路の路肩で、車にはねられたとみられる子ゾウの死骸が見つかった。\n\n２０年には今回と同じ道路で、複数の車にクラクションを鳴らされてパニックを起こしたとみられるゾウが、１台を踏みつぶした。
